sim_time, car2?world_angular_velocity/y
48.179, 0.0114464
48.18, 0.0114532
48.181, 0.0115202
48.182, 0.0115495
48.183, 0.011562
48.184, 0.0115649
48.185, 0.0115648
48.186, 0.0115616
48.187, 0.0115584
48.188, 0.0115537
48.189, 0.0115498
48.19, 0.0115448
48.191, 0.011541
48.192, 0.0116084
48.193, 0.0116348
48.194, 0.0116403
48.195, 0.0116383
48.196, 0.0116317
48.197, 0.0116253
48.198, 0.011618
48.199, 0.0116125
48.2, 0.0116067
48.201, 0.0116032
48.202, 0.0115995
48.203, 0.0114383
48.204, 0.0113704
48.205, 0.0113487
48.206, 0.0113462
48.207, 0.0113537
48.208, 0.0113635
48.209, 0.0113754
48.21, 0.0113857
48.211, 0.0113961
48.212, 0.0114043
48.213, 0.0114123
48.214, 0.0114785
48.215, 0.011509
48.216, 0.0115205
48.217, 0.0115245
48.218, 0.0115232
48.219, 0.0115193
48.22, 0.0115181
48.221, 0.0115082
48.222, 0.0115117
48.223, 0.0114992
48.224, 0.0115042
48.225, 0.0115673
48.226, 0.0116309
48.227, 0.0116272
48.228, 0.0116312
48.229, 0.0116104
48.23, 0.0116176
48.231, 0.0115907
48.232, 0.0116054
48.233, 0.0115791
48.234, 0.0115953
48.235, 0.0115702
48.236, 0.0114135
48.237, 0.0113333
48.238, 0.0113048
48.239, 0.0113019
48.24, 0.0113085
48.241, 0.0113205
48.242, 0.0113324
48.243, 0.0113452
48.244, 0.0113558
48.245, 0.0113663
48.246, 0.0113742
48.247, 0.0114426
48.248, 0.0114728
48.249, 0.011486
48.25, 0.0114894
48.251, 0.0114896
48.252, 0.0114864
48.253, 0.0114833
48.254, 0.0114784
48.255, 0.0114744
48.256, 0.0114692
48.257, 0.0114651
48.258, 0.0115226
48.259, 0.0115447
48.26, 0.0115485
48.261, 0.0115459
48.262, 0.0115393
48.263, 0.011533
48.264, 0.0115257
48.265, 0.0115203
48.266, 0.0115146
48.267, 0.011511
48.268, 0.0115073
48.269, 0.0115326
48.27, 0.0115418
48.271, 0.0115455
48.272, 0.0115455
48.273, 0.0115459
48.274, 0.0115452
48.275, 0.0115462
48.276, 0.0115466
48.277, 0.0115487
48.278, 0.0115502
48.279, 0.0115533
48.28, 0.0116125
48.281, 0.0116398
48.282, 0.0116504
48.283, 0.0116551
48.284, 0.0116559
48.285, 0.0116567
48.286, 0.0116562
48.287, 0.0116394
48.288, 0.0116676
48.289, 0.0116397
48.29, 0.0116748
48.291, 0.0115516
48.292, 0.0115062
48.293, 0.0114892
48.294, 0.0114868
48.295, 0.0114923
48.296, 0.011499
48.297, 0.0115072
48.298, 0.0115138
48.299, 0.0115204
48.3, 0.0115248
48.301, 0.0115291
48.302, 0.0115777
48.303, 0.011599
48.304, 0.0116054
48.305, 0.0116064
48.306, 0.011603
48.307, 0.0115992
48.308, 0.0115936
48.309, 0.0115889
48.31, 0.0115831
48.311, 0.0115785
48.312, 0.0115731
48.313, 0.0116266
48.314, 0.0116456
48.315, 0.0116502
48.316, 0.011647
48.317, 0.0116425
48.318, 0.0116362
48.319, 0.0116315
48.32, 0.0116263
48.321, 0.0116231
48.322, 0.0116198
48.323, 0.0116186
48.324, 0.0114844
48.325, 0.0114298
48.326, 0.0114117
48.327, 0.0114116
48.328, 0.0114177
48.329, 0.0114278
48.33, 0.0114375
48.331, 0.0114479
48.332, 0.0114564
48.333, 0.0114649
48.334, 0.0114712
48.335, 0.0115377
48.336, 0.0115666
48.337, 0.0115789
48.338, 0.0115817
48.339, 0.0115815
48.34, 0.0115782
48.341, 0.0115752
48.342, 0.0115705
48.343, 0.0115668
48.344, 0.011562
48.345, 0.0115584
48.346, 0.0116172
48.347, 0.0116402
48.348, 0.0116447
48.349, 0.0116428
48.35, 0.0116369
48.351, 0.0116313
48.352, 0.0116247
48.353, 0.0116199
48.354, 0.0116148
48.355, 0.0116118
48.356, 0.0116085
48.357, 0.0114561
48.358, 0.0113919
48.359, 0.0113715
48.36, 0.0113692
48.361, 0.0113763
48.362, 0.0113856
48.363, 0.0113968
48.364, 0.0114064
48.365, 0.0114163
48.366, 0.0114239
48.367, 0.0114314
48.368, 0.0114971
48.369, 0.0115272
48.37, 0.0115383
48.371, 0.011542
48.372, 0.0115405
48.373, 0.0115381
48.374, 0.0115337
48.375, 0.0115299
48.376, 0.0115248
48.377, 0.0115209
48.378, 0.011516
48.379, 0.011594
48.38, 0.0116233
48.381, 0.0116313
48.382, 0.0116285
48.383, 0.0116229
48.384, 0.0116151
48.385, 0.0116085
48.386, 0.0116016
48.387, 0.0115969
48.388, 0.0115921
48.389, 0.0115895
48.39, 0.0114186
48.391, 0.0113483
48.392, 0.0113245
48.393, 0.0113232
48.394, 0.0113302
48.395, 0.0113419
48.396, 0.0113534
48.397, 0.0113656
48.398, 0.0113756
48.399, 0.0113856
48.4, 0.011393
48.401, 0.0114609
48.402, 0.0114907
48.403, 0.0115036
48.404, 0.0115066
48.405, 0.0115066
48.406, 0.0115033
48.407, 0.0115
48.408, 0.0114951
48.409, 0.011491
48.41, 0.0114857
48.411, 0.0114816
48.412, 0.0115753
48.413, 0.0116124
48.414, 0.0116212
48.415, 0.0116193
48.416, 0.0116114
48.417, 0.0116033
48.418, 0.0115942
48.419, 0.011587
48.42, 0.0115799
48.421, 0.0115752
48.422, 0.0115707
48.423, 0.0113843
48.424, 0.0113059
48.425, 0.0112806
48.426, 0.0112778
48.427, 0.0112865
48.428, 0.011298
48.429, 0.0113118
48.43, 0.011324
48.431, 0.0113363
48.432, 0.0113461
48.433, 0.0113556
48.434, 0.0114234
48.435, 0.0114552
48.436, 0.0114675
48.437, 0.0114723
48.438, 0.0114715
48.439, 0.0114697
48.44, 0.0114655
48.441, 0.0114619
48.442, 0.0114567
48.443, 0.0114526
48.444, 0.0114473
48.445, 0.0115064
48.446, 0.0115275
48.447, 0.0115323
48.448, 0.0115285
48.449, 0.0115228
48.45, 0.0115151
48.451, 0.0115088
48.452, 0.011502
48.453, 0.0114973
48.454, 0.0114924
48.455, 0.0114895
48.456, 0.0115216
48.457, 0.0115351
48.458, 0.0115386
48.459, 0.0115397
48.46, 0.0115273
48.461, 0.0115456
48.462, 0.0115391
48.463, 0.0115424
48.464, 0.0115409
48.465, 0.0115423
48.466, 0.0115436
48.467, 0.0116031
48.468, 0.011629
48.469, 0.0116406
48.47, 0.0116443
48.471, 0.0116464
48.472, 0.0116463
48.473, 0.0116472
48.474, 0.0116471
48.475, 0.0116485
48.476, 0.0116489
48.477, 0.0116508
48.478, 0.0115314
48.479, 0.0114838
48.48, 0.0114684
48.481, 0.0114689
48.482, 0.0114745
48.483, 0.0114833
48.484, 0.011491
48.485, 0.0114992
48.486, 0.0115052
48.487, 0.011511
48.488, 0.0115144
48.489, 0.0115719
48.49, 0.0115954
48.491, 0.011604
48.492, 0.0116038
48.493, 0.0116007
48.494, 0.0115962
48.495, 0.0115904
48.496, 0.0115839
48.497, 0.0115786
48.498, 0.0115723
48.499, 0.0115674
48.5, 0.0116186
48.501, 0.0116381
48.502, 0.0116411
48.503, 0.0116388
48.504, 0.0116329
48.505, 0.0116277
48.506, 0.0116217
48.507, 0.0116176
48.508, 0.0116134
48.509, 0.0116112
48.51, 0.0116089
48.511, 0.0114694
48.512, 0.0114111
48.513, 0.0113934
48.514, 0.0113922
48.515, 0.0113999
48.516, 0.0114095
48.517, 0.0114208
48.518, 0.0114307
48.519, 0.0114408
48.52, 0.0114486
48.521, 0.0114564
48.522, 0.0115221
48.523, 0.0115524
48.524, 0.0115638
48.525, 0.0115677
48.526, 0.0115665
48.527, 0.0115643
48.528, 0.01156
48.529, 0.0115564
48.53, 0.0115515
48.531, 0.0115476
48.532, 0.0115427
48.533, 0.011609
48.534, 0.0116334
48.535, 0.0116397
48.536, 0.0116366
48.537, 0.0116313
48.538, 0.011624
48.539, 0.0116179
48.54, 0.0116115
48.541, 0.011607
48.542, 0.0116025
48.543, 0.0116
48.544, 0.0114402
48.545, 0.0113745
48.546, 0.011352
48.547, 0.0113507
48.548, 0.011357
48.549, 0.0113678
48.55, 0.0113783
48.551, 0.0113895
48.552, 0.0113987
48.553, 0.0114079
48.554, 0.0114147
48.555, 0.0114818
48.556, 0.0115111
48.557, 0.0115237
48.558, 0.0115265
48.559, 0.0115263
48.56, 0.0115229
48.561, 0.0115197
48.562, 0.0115149
48.563, 0.011511
48.564, 0.0115059
48.565, 0.0115021
48.566, 0.011585
48.567, 0.0116179
48.568, 0.0116255
48.569, 0.0116238
48.57, 0.0116167
48.571, 0.0116096
48.572, 0.0116014
48.573, 0.0115952
48.574, 0.0115889
48.575, 0.0115849
48.576, 0.0115809
48.577, 0.0114053
48.578, 0.0113314
48.579, 0.0113078
48.58, 0.0113052
48.581, 0.0113135
48.582, 0.0113244
48.583, 0.0113374
48.584, 0.0113488
48.585, 0.0113604
48.586, 0.0113695
48.587, 0.0113783
48.588, 0.0114454
48.589, 0.0114767
48.59, 0.0114886
48.591, 0.011493
48.592, 0.0114919
48.593, 0.0114898
48.594, 0.0114855
48.595, 0.0114818
48.596, 0.0114766
48.597, 0.0114724
48.598, 0.0114672
48.599, 0.0115259
48.6, 0.0115469
48.601, 0.0115518
48.602, 0.0115481
48.603, 0.0115427
48.604, 0.0115352
48.605, 0.0115292
48.606, 0.0115227
48.607, 0.0115182
48.608, 0.0115135
48.609, 0.0115109
48.61, 0.0115338
48.611, 0.0115436
48.612, 0.011546
48.613, 0.0115472
48.614, 0.0115465
48.615, 0.0115471
48.616, 0.0115471
48.617, 0.0115487
48.618, 0.0115498
48.619, 0.0115524
48.62, 0.0115544
48.621, 0.0116139
48.622, 0.0116397
48.623, 0.0116512
48.624, 0.0116548
48.625, 0.0116567
48.626, 0.0116564
48.627, 0.011657
48.628, 0.0116566
48.629, 0.0116576
48.63, 0.0116577
48.631, 0.0116592
48.632, 0.011549
48.633, 0.0115049
48.634, 0.0114905
48.635, 0.0114908
48.636, 0.0114957
48.637, 0.0115036
48.638, 0.0115106
48.639, 0.0115181
48.64, 0.0115234
48.641, 0.0115287
48.642, 0.0115317
48.643, 0.0115798
48.644, 0.0115993
48.645, 0.0116065
48.646, 0.0116062
48.647, 0.011604
48.648, 0.0115992
48.649, 0.0115948
48.65, 0.0115891
48.651, 0.0115845
48.652, 0.0115789
48.653, 0.0115747
48.654, 0.0116261
48.655, 0.011646
48.656, 0.0116494
48.657, 0.0116474
48.658, 0.0116418
48.659, 0.0116368
48.66, 0.011631
48.661, 0.011627
48.662, 0.0116228
48.663, 0.0116207
48.664, 0.0116183
48.665, 0.0114878
48.666, 0.0114332
48.667, 0.0114166
48.668, 0.0114153
48.669, 0.0114225
48.67, 0.0114313
48.671, 0.0114419
48.672, 0.011451
48.673, 0.0114599
48.674, 0.0114683
48.675, 0.0114748
48.676, 0.0115401
48.677, 0.0115701
48.678, 0.0115812
48.679, 0.0115851
48.68, 0.0115838
48.681, 0.0115816
48.682, 0.0115774
48.683, 0.0115739
48.684, 0.0115692
48.685, 0.0115655
48.686, 0.0115609
48.687, 0.0116183
48.688, 0.0116391
48.689, 0.0116445
48.69, 0.0116415
48.691, 0.0116369
48.692, 0.0116304
48.693, 0.0116251
48.694, 0.0116194
48.695, 0.0116157
48.696, 0.0116116
48.697, 0.0116096
48.698, 0.0114588
48.699, 0.0113969
48.7, 0.0113758
48.701, 0.0113746
48.702, 0.0113805
48.703, 0.0113908
48.704, 0.0114006
48.705, 0.0114112
48.706, 0.0114198
48.707, 0.0114283
48.708, 0.0114346
48.709, 0.011501
48.71, 0.0115297
48.711, 0.0115418
48.712, 0.0115443
48.713, 0.0115439
48.714, 0.0115403
48.715, 0.011537
48.716, 0.0115321
48.717, 0.0115282
48.718, 0.0115231
48.719, 0.0115193
48.72, 0.0115938
48.721, 0.0116232
48.722, 0.0116298
48.723, 0.0116281
48.724, 0.0116215
48.725, 0.011615
48.726, 0.0116075
48.727, 0.0116019
48.728, 0.0115962
48.729, 0.0115927
48.73, 0.0115891
48.731, 0.0114218
48.732, 0.0113515
48.733, 0.0113291
48.734, 0.0113267
48.735, 0.0113348
48.736, 0.0113452
48.737, 0.0113577
48.738, 0.0113686
48.739, 0.0113796
48.74, 0.0113882
48.741, 0.0113967
48.742, 0.0114624
48.743, 0.0114929
48.744, 0.0115045
48.745, 0.0115086
48.746, 0.0115074
48.747, 0.0115052
48.748, 0.0115008
48.749, 0.0114971
48.75, 0.0114919
48.751, 0.0114878
48.752, 0.0114826
48.753, 0.0115755
48.754, 0.0116108
48.755, 0.0116205
48.756, 0.0116174
48.757, 0.0116108
48.758, 0.0116017
48.759, 0.0115938
48.76, 0.0115857
48.761, 0.0115798
48.762, 0.0115741
48.763, 0.0115708
48.764, 0.0113848
48.765, 0.0113082
48.766, 0.011282
48.767, 0.0112804
48.768, 0.0112878
48.769, 0.0113004
48.77, 0.0113129
48.771, 0.0113261
48.772, 0.0113372
48.773, 0.011348
48.774, 0.0113563
48.775, 0.0114241
48.776, 0.0114542
48.777, 0.0114675
48.778, 0.011471
48.779, 0.0114714
48.78, 0.0114685
48.781, 0.0114655
48.782, 0.0114607
48.783, 0.0114568
48.784, 0.0114515
48.785, 0.0114474
48.786, 0.0115046
48.787, 0.0115265
48.788, 0.0115301
48.789, 0.0115274
48.79, 0.0115206
48.791, 0.0115142
48.792, 0.0115068
48.793, 0.0115012
48.794, 0.0114954
48.795, 0.0114916
48.796, 0.0114877
48.797, 0.0115212
48.798, 0.0115337
48.799, 0.0115384
48.8, 0.0115384
48.801, 0.0115333
48.802, 0.0115407
48.803, 0.0115244
48.804, 0.011547
48.805, 0.0115357
48.806, 0.0115473
48.807, 0.0115317
48.808, 0.0116103
48.809, 0.0116073
48.81, 0.0116417
48.811, 0.0116278
48.812, 0.0116361
48.813, 0.0116403
48.814, 0.0116407
48.815, 0.011643
48.816, 0.0116425
48.817, 0.0116445
48.818, 0.0116444
48.819, 0.0115422
48.82, 0.0114817
48.821, 0.0114615
48.822, 0.0114544
48.823, 0.0114597
48.824, 0.0114651
48.825, 0.0114745
48.826, 0.0114805
48.827, 0.0114884
48.828, 0.0114925
48.829, 0.0114978
48.83, 0.0115457
48.831, 0.0115769
48.832, 0.011586
48.833, 0.0115878
48.834, 0.0115841
48.835, 0.0115798
48.836, 0.0115738
48.837, 0.0115682
48.838, 0.0115623
48.839, 0.0115566
48.84, 0.0115515
48.841, 0.0115891
48.842, 0.0116151
48.843, 0.011621
48.844, 0.011619
48.845, 0.0116134
48.846, 0.0116086
48.847, 0.0116026
48.848, 0.0115991
48.849, 0.0115947
48.85, 0.0115934
48.851, 0.0115937
48.852, 0.011469
48.853, 0.011401
48.854, 0.0113697
48.855, 0.0113661
48.856, 0.011366
48.857, 0.0113769
48.858, 0.0113834
48.859, 0.0113964
48.86, 0.0114024
48.861, 0.011414
48.862, 0.0114177
48.863, 0.0114802
48.864, 0.0115104
48.865, 0.0115234
48.866, 0.0115205
48.867, 0.0115226
48.868, 0.0115151
48.869, 0.0115156
48.87, 0.011507
48.871, 0.0115075
48.872, 0.0114984
48.873, 0.0114993
48.874, 0.0115579
48.875, 0.0115955
48.876, 0.0115942
48.877, 0.0115952
48.878, 0.0115824
48.879, 0.0115809
48.88, 0.0115682
48.881, 0.0115686
48.882, 0.0115576
48.883, 0.0115604
48.884, 0.0115515
48.885, 0.0113982
48.886, 0.011321
48.887, 0.0113096
48.888, 0.0113082
48.889, 0.0113166
48.89, 0.0113364
48.891, 0.0113419
48.892, 0.0113638
48.893, 0.0113687
48.894, 0.0113864
48.895, 0.0113884
48.896, 0.0114506
48.897, 0.01148
48.898, 0.0115015
48.899, 0.0114995
48.9, 0.011506
48.901, 0.0114986
48.902, 0.0115015
48.903, 0.0114985
48.904, 0.0114899
48.905, 0.0114911
48.906, 0.0114828
48.907, 0.011562
48.908, 0.0116007
48.909, 0.011617
48.91, 0.0116166
48.911, 0.0116069
48.912, 0.0116026
48.913, 0.0115915
48.914, 0.0115873
48.915, 0.0115782
48.916, 0.0115759
48.917, 0.0115694
48.918, 0.0114145
48.919, 0.011321
48.92, 0.0112904
48.921, 0.011285
48.922, 0.0112895
48.923, 0.0113022
48.924, 0.011313
48.925, 0.0113266
48.926, 0.0113363
48.927, 0.0113475
48.928, 0.0113545
48.929, 0.0114131
48.93, 0.0114444
48.931, 0.0114562
48.932, 0.0114556
48.933, 0.011453
48.934, 0.0114471
48.935, 0.0114419
48.936, 0.0114348
48.937, 0.011429
48.938, 0.0114216
48.939, 0.0114159
48.94, 0.0114672
48.941, 0.0114873
48.942, 0.0114865
48.943, 0.0114772
48.944, 0.0114685
48.945, 0.0114572
48.946, 0.0114494
48.947, 0.0114395
48.948, 0.0114341
48.949, 0.0114261
48.95, 0.0114232
48.951, 0.0114562
48.952, 0.0114678
48.953, 0.0114705
48.954, 0.0114748
48.955, 0.0114751
48.956, 0.0114712
48.957, 0.0114742
48.958, 0.011471
48.959, 0.0114758
48.96, 0.0114738
48.961, 0.0114803
48.962, 0.0115267
48.963, 0.0115622
48.964, 0.0115648
48.965, 0.0115706
48.966, 0.0115711
48.967, 0.0115662
48.968, 0.0115713
48.969, 0.0115673
48.97, 0.0115738
48.971, 0.0115692
48.972, 0.0115802
48.973, 0.0114495
48.974, 0.0114097
48.975, 0.0113942
48.976, 0.0113864
48.977, 0.0113946
48.978, 0.011396
48.979, 0.0114094
48.98, 0.0114119
48.981, 0.0114244
48.982, 0.0114249
48.983, 0.0114355
48.984, 0.0114924
48.985, 0.0115111
48.986, 0.0115374
48.987, 0.0115236
48.988, 0.0115406
48.989, 0.0115167
48.99, 0.0115371
48.991, 0.0115081
48.992, 0.0115387
48.993, 0.0115108
48.994, 0.0115312
48.995, 0.0115388
48.996, 0.0116139
48.997, 0.0115674
48.998, 0.0116174
48.999, 0.0115613
49, 0.0116093
49.001, 0.0115521
49.002, 0.0116062
49.003, 0.0115417
49.004, 0.0116012
49.005, 0.0115387
49.006, 0.0114558
49.007, 0.0113788
49.008, 0.0113513
49.009, 0.0113444
49.01, 0.0113506
49.011, 0.0113627
49.012, 0.0113686
49.013, 0.0113836
49.014, 0.0113888
49.015, 0.0114017
49.016, 0.0114046
49.017, 0.0114637
49.018, 0.0114996
49.019, 0.0115049
49.02, 0.0115177
49.021, 0.0115058
49.022, 0.0115133
49.023, 0.0114981
49.024, 0.011504
49.025, 0.011488
49.026, 0.0114934
49.027, 0.0114771
49.028, 0.0115578
49.029, 0.0115685
49.03, 0.0115855
49.031, 0.0115851
49.032, 0.0115834
49.033, 0.0115769
49.034, 0.0115707
49.035, 0.0115639
49.036, 0.0115583
49.037, 0.0115535
49.038, 0.0115497
49.039, 0.0114049
49.04, 0.0113255
49.041, 0.0112889
49.042, 0.0112944
49.043, 0.0112889
49.044, 0.01131
49.045, 0.0113118
49.046, 0.0113334
49.047, 0.0113348
49.048, 0.0113535
49.049, 0.0113541
49.05, 0.0114149
49.051, 0.0114449
49.052, 0.0114622
49.053, 0.011463
49.054, 0.0114662
49.055, 0.0114595
49.056, 0.0114594
49.057, 0.0114506
49.058, 0.0114497
49.059, 0.0114401
49.06, 0.0114402
49.061, 0.0115143
49.062, 0.0115605
49.063, 0.0115744
49.064, 0.0115747
49.065, 0.0115683
49.066, 0.0115596
49.067, 0.011551
49.068, 0.0115425
49.069, 0.0115363
49.07, 0.01153
49.071, 0.0115256
49.072, 0.0113699
49.073, 0.0112653
49.074, 0.0112442
49.075, 0.0112275
49.076, 0.0112473
49.077, 0.0112479
49.078, 0.0112742
49.079, 0.0112759
49.08, 0.0112992
49.081, 0.0112991
49.082, 0.0113189
49.083, 0.0113649
49.084, 0.0114057
49.085, 0.0114117
49.086, 0.0114214
49.087, 0.0114127
49.088, 0.0114165
49.089, 0.0114086
49.09, 0.0114066
49.091, 0.0114004
49.092, 0.0113943
49.093, 0.0113888
49.094, 0.0114323
49.095, 0.0114581
49.096, 0.0114641
49.097, 0.0114614
49.098, 0.011455
49.099, 0.0114472
49.1, 0.0114398
49.101, 0.0114324
49.102, 0.0114268
49.103, 0.0114217
49.104, 0.0114165
49.105, 0.0112726
49.106, 0.0111804
49.107, 0.0111446
49.108, 0.0111371
49.109, 0.0111409
49.11, 0.0111503
49.111, 0.0111607
49.112, 0.0111711
49.113, 0.0111807
49.114, 0.0111889
49.115, 0.0111965
49.116, 0.0112695
49.117, 0.0113164
49.118, 0.011334
49.119, 0.0113355
49.12, 0.0113332
49.121, 0.011327
49.122, 0.0113213
49.123, 0.0113135
49.124, 0.0113084
49.125, 0.0113005
49.126, 0.0112949
49.127, 0.0113405
49.128, 0.0113683
49.129, 0.0113728
49.13, 0.011364
49.131, 0.0113492
49.132, 0.0113379
49.133, 0.0113263
49.134, 0.0113166
49.135, 0.0113071
49.136, 0.0113003
49.137, 0.0112936
49.138, 0.0113418
49.139, 0.011364
49.14, 0.0113659
49.141, 0.0113616
49.142, 0.0113578
49.143, 0.0113482
49.144, 0.0113459
49.145, 0.0113379
49.146, 0.0113385
49.147, 0.0113325
49.148, 0.0113358
49.149, 0.0113869
49.15, 0.0114113
49.151, 0.011418
49.152, 0.0114192
49.153, 0.0114194
49.154, 0.0114234
49.155, 0.0114168
49.156, 0.0114245
49.157, 0.0114198
49.158, 0.0114296
49.159, 0.0114261
49.16, 0.0113052
49.161, 0.0112376
49.162, 0.011232
49.163, 0.0112359
49.164, 0.0112707
49.165, 0.0112637
49.166, 0.0113124
49.167, 0.0113202
49.168, 0.011354
49.169, 0.011347
49.17, 0.011377
49.171, 0.0114308
49.172, 0.0114585
49.173, 0.0114867
49.174, 0.0114823
49.175, 0.0114993
49.176, 0.0114838
49.177, 0.0114979
49.178, 0.0114789
49.179, 0.0114962
49.18, 0.0114716
49.181, 0.011489
49.182, 0.0115192
49.183, 0.0116019
49.184, 0.0115684
49.185, 0.0116093
49.186, 0.0115591
49.187, 0.0116014
49.188, 0.0115475
49.189, 0.0115944
49.19, 0.011539
49.191, 0.011589
49.192, 0.0115351
49.193, 0.0114233
49.194, 0.011345
49.195, 0.0113156
49.196, 0.0113185
49.197, 0.0113209
49.198, 0.0113389
49.199, 0.0113454
49.2, 0.0113644
49.201, 0.0113682
49.202, 0.0113841
49.203, 0.011388
49.204, 0.0114405
49.205, 0.011488
49.206, 0.0114841
49.207, 0.0115045
49.208, 0.0114862
49.209, 0.0114971
49.21, 0.011481
49.211, 0.0114849
49.212, 0.0114687
49.213, 0.0114715
49.214, 0.0114556
49.215, 0.0115531
49.216, 0.0115498
49.217, 0.0116105
49.218, 0.011558
49.219, 0.0116043
49.22, 0.0115391
49.221, 0.0115828
49.222, 0.0115245
49.223, 0.0115632
49.224, 0.0115077
49.225, 0.011552
49.226, 0.0113747
49.227, 0.0112566
49.228, 0.0112505
49.229, 0.0112237
49.23, 0.0112641
49.231, 0.0112424
49.232, 0.0112852
49.233, 0.0112719
49.234, 0.0113066
49.235, 0.0112928
49.236, 0.0113165
49.237, 0.0113699
49.238, 0.0114087
49.239, 0.0114209
49.24, 0.0114305
49.241, 0.0114268
49.242, 0.0114288
49.243, 0.0114207
49.244, 0.0114177
49.245, 0.0114152
49.246, 0.0114059
49.247, 0.0114032
49.248, 0.0114494
49.249, 0.0114765
49.25, 0.0114734
49.251, 0.0114835
49.252, 0.0114672
49.253, 0.0114668
49.254, 0.0114467
49.255, 0.0114536
49.256, 0.0114338
49.257, 0.0114399
49.258, 0.0114286
49.259, 0.0112635
49.26, 0.011201
49.261, 0.0111437
49.262, 0.0111628
49.263, 0.0111438
49.264, 0.0111794
49.265, 0.0111646
49.266, 0.0111991
49.267, 0.0111893
49.268, 0.0112163
49.269, 0.0112039
49.27, 0.011302
49.271, 0.0113459
49.272, 0.0113664
49.273, 0.0113689
49.274, 0.0113683
49.275, 0.0113587
49.276, 0.0113614
49.277, 0.0113445
49.278, 0.0113473
49.279, 0.0113306
49.28, 0.011334
