sim_time, car2?world_linear_velocity/y
48.131, -0.049922
48.132, -0.0489783
48.133, -0.0505881
48.134, -0.0493846
48.135, -0.0507254
48.136, -0.0492521
48.137, -0.0503202
48.138, -0.0485863
48.139, -0.0494031
48.14, -0.0474403
48.141, -0.048045
48.142, -0.0459016
48.143, -0.046351
48.144, -0.0440887
48.145, -0.0444524
48.146, -0.0421426
48.147, -0.0424974
48.148, -0.0402159
48.149, -0.0406393
48.15, -0.0384597
48.151, -0.039023
48.152, -0.0370121
48.153, -0.0377758
48.154, -0.035988
48.155, -0.0369968
48.156, -0.0354696
48.157, -0.0367487
48.158, -0.0354995
48.159, -0.0370538
48.16, -0.0360786
48.161, -0.0378905
48.162, -0.037162
48.163, -0.0391953
48.164, -0.0386665
48.165, -0.0408681
48.166, -0.040476
48.167, -0.0427796
48.168, -0.04245
48.169, -0.0447811
48.17, -0.0444332
48.171, -0.0467139
48.172, -0.046271
48.173, -0.0484284
48.174, -0.0478208
48.175, -0.0497888
48.176, -0.0489599
48.177, -0.0506871
48.178, -0.0495977
48.179, -0.0510508
48.18, -0.049682
48.181, -0.0508502
48.182, -0.0492053
48.183, -0.0500987
48.184, -0.0482008
48.185, -0.0488531
48.186, -0.046745
48.187, -0.0472093
48.188, -0.0449501
48.189, -0.0452948
48.19, -0.0429551
48.191, -0.0432586
48.192, -0.0409165
48.193, -0.0412605
48.194, -0.0389939
48.195, -0.0394558
48.196, -0.0373378
48.197, -0.0379864
48.198, -0.0360797
48.199, -0.0369686
48.2, -0.03532
48.201, -0.0364838
48.202, -0.0351202
48.203, -0.0365705
48.204, -0.0354946
48.205, -0.0372251
48.206, -0.0364202
48.207, -0.0383998
48.208, -0.0378257
48.209, -0.040005
48.21, -0.0396024
48.211, -0.0419166
48.212, -0.0416121
48.213, -0.0439862
48.214, -0.043699
48.215, -0.0460529
48.216, -0.0456999
48.217, -0.0479536
48.218, -0.0474573
48.219, -0.0495382
48.22, -0.0488328
48.221, -0.0506807
48.222, -0.0497171
48.223, -0.0466148
48.224, -0.0467282
48.225, -0.0490456
48.226, -0.0481236
48.227, -0.0495735
48.228, -0.0481487
48.229, -0.0492267
48.23, -0.0475107
48.231, -0.0483406
48.232, -0.0464163
48.233, -0.0470649
48.234, -0.0449919
48.235, -0.04552
48.236, -0.0433574
48.237, -0.043831
48.238, -0.0416458
48.239, -0.0421337
48.24, -0.0399922
48.241, -0.0405601
48.242, -0.0385258
48.243, -0.0392334
48.244, -0.037362
48.245, -0.0382579
48.246, -0.0365931
48.247, -0.0377119
48.248, -0.0362822
48.249, -0.0376396
48.25, -0.0364538
48.251, -0.0380482
48.252, -0.0370963
48.253, -0.038908
48.254, -0.0381612
48.255, -0.0401537
48.256, -0.0395667
48.257, -0.0416895
48.258, -0.0412045
48.259, -0.0433974
48.26, -0.0429473
48.261, -0.0451434
48.262, -0.0446586
48.263, -0.0467909
48.264, -0.0462047
48.265, -0.0482104
48.266, -0.0474642
48.267, -0.0492896
48.268, -0.0483378
48.269, -0.0499428
48.27, -0.0487562
48.271, -0.0501173
48.272, -0.0486842
48.273, -0.0497974
48.274, -0.0481254
48.275, -0.0490067
48.276, -0.0471218
48.277, -0.0478056
48.278, -0.04575
48.279, -0.0462869
48.28, -0.0441164
48.281, -0.0445694
48.282, -0.042348
48.283, -0.0427859
48.284, -0.0405823
48.285, -0.0410761
48.286, -0.038958
48.287, -0.0395723
48.288, -0.0376008
48.289, -0.0383925
48.29, -0.0366194
48.291, -0.0376323
48.292, -0.036094
48.293, -0.0373546
48.294, -0.0360701
48.295, -0.0375831
48.296, -0.03655
48.297, -0.0383013
48.298, -0.0374973
48.299, -0.0394548
48.3, -0.0388389
48.301, -0.0409548
48.302, -0.0404713
48.303, -0.042686
48.304, -0.0422675
48.305, -0.0445129
48.306, -0.0440871
48.307, -0.0462927
48.308, -0.045788
48.309, -0.0478855
48.31, -0.0472366
48.311, -0.0491655
48.312, -0.0483189
48.313, -0.0500318
48.314, -0.0489502
48.315, -0.0504145
48.316, -0.0490779
48.317, -0.0502817
48.318, -0.0486901
48.319, -0.0496421
48.32, -0.0478152
48.321, -0.0485443
48.322, -0.0465199
48.323, -0.0470729
48.324, -0.0449024
48.325, -0.04534
48.326, -0.0430885
48.327, -0.0434824
48.328, -0.0412209
48.329, -0.0416449
48.33, -0.0394457
48.331, -0.0399713
48.332, -0.0379025
48.333, -0.038593
48.334, -0.0367133
48.335, -0.0376194
48.336, -0.035974
48.337, -0.0371281
48.338, -0.0357427
48.339, -0.0371591
48.34, -0.0360397
48.341, -0.0377122
48.342, -0.0368435
48.343, -0.0387463
48.344, -0.0380928
48.345, -0.0401825
48.346, -0.0396918
48.347, -0.0419111
48.348, -0.0415165
48.349, -0.043797
48.35, -0.0434243
48.351, -0.045693
48.352, -0.0452662
48.353, -0.0474504
48.354, -0.0468982
48.355, -0.0489309
48.356, -0.048192
48.357, -0.0500157
48.358, -0.049042
48.359, -0.0506186
48.36, -0.0493838
48.361, -0.0506916
48.362, -0.0491882
48.363, -0.0502269
48.364, -0.048468
48.365, -0.0492591
48.366, -0.0472772
48.367, -0.0478623
48.368, -0.0457075
48.369, -0.0461454
48.37, -0.04388
48.371, -0.0442408
48.372, -0.0419361
48.373, -0.0422968
48.374, -0.0400279
48.375, -0.0404654
48.376, -0.0383054
48.377, -0.03889
48.378, -0.0369044
48.379, -0.0376957
48.38, -0.0359381
48.381, -0.036977
48.382, -0.0354817
48.383, -0.0367915
48.384, -0.0355733
48.385, -0.037156
48.386, -0.0362077
48.387, -0.0380444
48.388, -0.0373371
48.389, -0.0393895
48.39, -0.0388731
48.391, -0.0410855
48.392, -0.0406971
48.393, -0.0430037
48.394, -0.0426691
48.395, -0.0449945
48.396, -0.0446349
48.397, -0.046902
48.398, -0.0464406
48.399, -0.048576
48.4, -0.0479444
48.401, -0.0498846
48.402, -0.0490287
48.403, -0.0507235
48.404, -0.0496055
48.405, -0.0510245
48.406, -0.0496275
48.407, -0.0507621
48.408, -0.0490909
48.409, -0.0499549
48.41, -0.0480351
48.411, -0.0486642
48.412, -0.0465416
48.413, -0.0469911
48.414, -0.0447251
48.415, -0.0450638
48.416, -0.0427256
48.417, -0.0430324
48.418, -0.0406993
48.419, -0.0410554
48.42, -0.0388051
48.421, -0.0392876
48.422, -0.0371924
48.423, -0.0378663
48.424, -0.0359849
48.425, -0.0369044
48.426, -0.035284
48.427, -0.0364804
48.428, -0.0351459
48.429, -0.0366293
48.43, -0.0355833
48.431, -0.0373421
48.432, -0.0365635
48.433, -0.0385651
48.434, -0.0380121
48.435, -0.0402058
48.436, -0.0398167
48.437, -0.0421365
48.438, -0.0418367
48.439, -0.0442069
48.44, -0.0439146
48.441, -0.0462553
48.442, -0.0458882
48.443, -0.0481208
48.444, -0.0476027
48.445, -0.0496567
48.446, -0.0489245
48.447, -0.0507408
48.448, -0.0497471
48.449, -0.0512858
48.45, -0.0500041
48.451, -0.051247
48.452, -0.0496734
48.453, -0.0506253
48.454, -0.0487781
48.455, -0.0494677
48.456, -0.0473864
48.457, -0.0478635
48.458, -0.0456048
48.459, -0.0459365
48.46, -0.0435715
48.461, -0.0438382
48.462, -0.0414457
48.463, -0.0417297
48.464, -0.0393911
48.465, -0.0397757
48.466, -0.0375699
48.467, -0.0381306
48.468, -0.0361276
48.469, -0.0369242
48.47, -0.0351778
48.471, -0.0362522
48.472, -0.0347972
48.473, -0.0361698
48.474, -0.0350179
48.475, -0.0366858
48.476, -0.0358247
48.477, -0.0377627
48.478, -0.0371553
48.479, -0.039317
48.48, -0.0389075
48.481, -0.0412308
48.482, -0.0409466
48.483, -0.0433558
48.484, -0.0431137
48.485, -0.0455261
48.486, -0.0452397
48.487, -0.0475715
48.488, -0.0471582
48.489, -0.0493316
48.49, -0.0487195
48.491, -0.0506666
48.492, -0.0497988
48.493, -0.0467912
48.494, -0.0469955
48.495, -0.0494031
48.496, -0.0485589
48.497, -0.050083
48.498, -0.0487166
48.499, -0.0498472
48.5, -0.0481668
48.501, -0.049024
48.502, -0.0471096
48.503, -0.0477571
48.504, -0.0456672
48.505, -0.046166
48.506, -0.0439621
48.507, -0.0443801
48.508, -0.0421302
48.509, -0.0425402
48.51, -0.0403155
48.511, -0.0407893
48.512, -0.0386579
48.513, -0.0392654
48.514, -0.0372921
48.515, -0.0380896
48.516, -0.0363262
48.517, -0.0373553
48.518, -0.0358375
48.519, -0.0371218
48.52, -0.0358662
48.521, -0.0374095
48.522, -0.0364125
48.523, -0.0381992
48.524, -0.0374353
48.525, -0.0394302
48.526, -0.0388554
48.527, -0.0410084
48.528, -0.0405631
48.529, -0.0428115
48.53, -0.0424259
48.531, -0.0446994
48.532, -0.0442985
48.533, -0.046525
48.534, -0.0460361
48.535, -0.0481446
48.536, -0.0475007
48.537, -0.0494299
48.538, -0.048577
48.539, -0.0502788
48.54, -0.0491795
48.541, -0.0506232
48.542, -0.0492594
48.543, -0.0504344
48.544, -0.0488067
48.545, -0.049723
48.546, -0.0478553
48.547, -0.0485457
48.548, -0.0464789
48.549, -0.0469929
48.55, -0.0447833
48.551, -0.0451851
48.552, -0.0428999
48.553, -0.0432629
48.554, -0.0409753
48.555, -0.0413767
48.556, -0.0391618
48.557, -0.039674
48.558, -0.0376004
48.559, -0.0382882
48.56, -0.036415
48.561, -0.0373289
48.562, -0.0357001
48.563, -0.0368727
48.564, -0.0355136
48.565, -0.0369575
48.566, -0.035873
48.567, -0.0375803
48.568, -0.0367518
48.569, -0.0386932
48.57, -0.0380821
48.571, -0.0402115
48.572, -0.0397612
48.573, -0.042018
48.574, -0.0416591
48.575, -0.0439726
48.576, -0.043628
48.577, -0.0459208
48.578, -0.0455105
48.579, -0.0477105
48.58, -0.0471639
48.581, -0.0492018
48.582, -0.0484573
48.583, -0.0502762
48.584, -0.0492882
48.585, -0.0508477
48.586, -0.0495894
48.587, -0.0508695
48.588, -0.0493357
48.589, -0.0503388
48.59, -0.0485444
48.591, -0.0492945
48.592, -0.0472744
48.593, -0.0478166
48.594, -0.0456231
48.595, -0.0460194
48.596, -0.0437182
48.597, -0.0440426
48.598, -0.0417079
48.599, -0.0420408
48.6, -0.0397509
48.601, -0.0401702
48.602, -0.0379992
48.603, -0.038577
48.604, -0.0365914
48.605, -0.0373869
48.606, -0.0356394
48.607, -0.0366946
48.608, -0.0352198
48.609, -0.0365561
48.61, -0.0353678
48.611, -0.0369852
48.612, -0.0360736
48.613, -0.0379502
48.614, -0.0372837
48.615, -0.0393782
48.616, -0.0389048
48.617, -0.0411592
48.618, -0.0408114
48.619, -0.0431554
48.62, -0.0428553
48.621, -0.0452117
48.622, -0.0448784
48.623, -0.047167
48.624, -0.0467208
48.625, -0.048867
48.626, -0.0482383
48.627, -0.0501775
48.628, -0.0493109
48.629, -0.0509939
48.63, -0.0498533
48.631, -0.0512505
48.632, -0.0498196
48.633, -0.0509235
48.634, -0.0492106
48.635, -0.0500383
48.636, -0.0480724
48.637, -0.0486625
48.638, -0.0464917
48.639, -0.0469022
48.64, -0.0445903
48.641, -0.0448939
48.642, -0.0425157
48.643, -0.0427944
48.644, -0.0404309
48.645, -0.0407675
48.646, -0.0384981
48.647, -0.0389715
48.648, -0.0368699
48.649, -0.0375478
48.65, -0.0356755
48.651, -0.036609
48.652, -0.0350102
48.653, -0.0362305
48.654, -0.034929
48.655, -0.0364452
48.656, -0.0354401
48.657, -0.0372379
48.658, -0.036505
48.659, -0.0385493
48.66, -0.0380421
48.661, -0.0402789
48.662, -0.0399327
48.663, -0.0422934
48.664, -0.04203
48.665, -0.0444346
48.666, -0.0441679
48.667, -0.0465358
48.668, -0.0461828
48.669, -0.0484327
48.67, -0.0479163
48.671, -0.0499754
48.672, -0.0492318
48.673, -0.0463549
48.674, -0.0467052
48.675, -0.0492692
48.676, -0.0485778
48.677, -0.0502609
48.678, -0.0490432
48.679, -0.0503232
48.68, -0.0487757
48.681, -0.0497607
48.682, -0.0479536
48.683, -0.0486975
48.684, -0.046681
48.685, -0.047237
48.686, -0.045067
48.687, -0.0454987
48.688, -0.043241
48.689, -0.0436191
48.69, -0.0413446
48.691, -0.0417452
48.692, -0.0395268
48.693, -0.0400237
48.694, -0.0379309
48.695, -0.03859
48.696, -0.0366835
48.697, -0.0375576
48.698, -0.0358825
48.699, -0.0370068
48.7, -0.035593
48.701, -0.036985
48.702, -0.0358412
48.703, -0.0374961
48.704, -0.0366095
48.705, -0.0385026
48.706, -0.0378393
48.707, -0.0399278
48.708, -0.0394357
48.709, -0.0416626
48.71, -0.0412762
48.711, -0.0435721
48.712, -0.0432162
48.713, -0.0455071
48.714, -0.0451044
48.715, -0.047316
48.716, -0.046793
48.717, -0.0488562
48.718, -0.0481494
48.719, -0.0500059
48.72, -0.0490672
48.721, -0.0506744
48.722, -0.0494726
48.723, -0.0508064
48.724, -0.0493312
48.725, -0.0503898
48.726, -0.048652
48.727, -0.0494556
48.728, -0.0474859
48.729, -0.0480752
48.73, -0.0459222
48.731, -0.0463539
48.732, -0.0440782
48.733, -0.0444259
48.734, -0.0421017
48.735, -0.0424426
48.736, -0.0401467
48.737, -0.0405587
48.738, -0.0383663
48.739, -0.0389218
48.74, -0.0369011
48.741, -0.037661
48.742, -0.0358678
48.743, -0.036877
48.744, -0.0353491
48.745, -0.0366321
48.746, -0.0353867
48.747, -0.0369478
48.748, -0.03598
48.749, -0.0378018
48.75, -0.0370842
48.751, -0.0391295
48.752, -0.0386145
48.753, -0.0408301
48.754, -0.0404546
48.755, -0.0427715
48.756, -0.0424589
48.757, -0.0448021
48.758, -0.0444716
48.759, -0.046763
48.76, -0.0463353
48.761, -0.0485
48.762, -0.047904
48.763, -0.049876
48.764, -0.0490523
48.765, -0.0507788
48.766, -0.0496892
48.767, -0.0511387
48.768, -0.0497647
48.769, -0.0509252
48.77, -0.04927
48.771, -0.050153
48.772, -0.0482413
48.773, -0.0488807
48.774, -0.0467567
48.775, -0.0472069
48.776, -0.0449315
48.777, -0.0452612
48.778, -0.0429057
48.779, -0.0431944
48.78, -0.0408375
48.781, -0.0411678
48.782, -0.0388888
48.783, -0.0393399
48.784, -0.0372131
48.785, -0.0378542
48.786, -0.0359437
48.787, -0.0368292
48.788, -0.0351817
48.789, -0.0363457
48.79, -0.0349881
48.791, -0.0364438
48.792, -0.0353803
48.793, -0.0371185
48.794, -0.0363295
48.795, -0.0383193
48.796, -0.0377632
48.797, -0.039955
48.798, -0.0395714
48.799, -0.0418992
48.8, -0.0416129
48.801, -0.0440009
48.802, -0.0437297
48.803, -0.0460969
48.804, -0.0457571
48.805, -0.0480226
48.806, -0.0475345
48.807, -0.0496245
48.808, -0.0489704
48.809, -0.0508579
48.81, -0.0499108
48.811, -0.0468108
48.812, -0.0469224
48.813, -0.0492383
48.814, -0.0483003
48.815, -0.0497381
48.816, -0.0482886
48.817, -0.0493484
48.818, -0.0476034
48.819, -0.0484574
48.82, -0.0465354
48.821, -0.0471811
48.822, -0.0450903
48.823, -0.0456068
48.824, -0.0434285
48.825, -0.0438948
48.826, -0.0417047
48.827, -0.0421975
48.828, -0.0400697
48.829, -0.0406627
48.83, -0.0386856
48.831, -0.0394588
48.832, -0.0376651
48.833, -0.0386486
48.834, -0.0370907
48.835, -0.0383289
48.836, -0.0370418
48.837, -0.0385574
48.838, -0.037555
48.839, -0.0393504
48.84, -0.0386253
48.841, -0.0407012
48.842, -0.0402384
48.843, -0.0425294
48.844, -0.0422589
48.845, -0.0447183
48.846, -0.0445832
48.847, -0.0471506
48.848, -0.0470804
48.849, -0.0496856
48.85, -0.0496043
48.851, -0.0474954
48.852, -0.0486914
48.853, -0.0475128
48.854, -0.049184
48.855, -0.0483058
48.856, -0.0501782
48.857, -0.0494526
48.858, -0.0514402
48.859, -0.0508099
48.86, -0.0528698
48.861, -0.0522966
48.862, -0.0543942
48.863, -0.0538611
48.864, -0.0559776
48.865, -0.0554234
48.866, -0.0575043
48.867, -0.056904
48.868, -0.0589312
48.869, -0.0582672
48.87, -0.0602259
48.871, -0.0594866
48.872, -0.0613694
48.873, -0.0605524
48.874, -0.0623779
48.875, -0.0615037
48.876, -0.0632579
48.877, -0.062321
48.878, -0.0640282
48.879, -0.0630596
48.88, -0.0647523
48.881, -0.063785
48.882, -0.0654973
48.883, -0.0645657
48.884, -0.0663326
48.885, -0.0654594
48.886, -0.0673061
48.887, -0.0665371
48.888, -0.0638262
48.889, -0.0645404
48.89, -0.0630135
48.891, -0.0644846
48.892, -0.0635715
48.893, -0.0655775
48.894, -0.065174
48.895, -0.0676608
48.896, -0.0677529
48.897, -0.0707032
48.898, -0.0712084
48.899, -0.0745435
48.9, -0.0753913
48.901, -0.0790404
48.902, -0.0801287
48.903, -0.0793136
48.904, -0.0818796
48.905, -0.0821874
48.906, -0.085375
48.907, -0.0861007
48.908, -0.0895706
48.909, -0.0904366
48.91, -0.0893251
48.911, -0.0915332
48.912, -0.0914221
48.913, -0.0941319
48.914, -0.0943192
48.915, -0.0972025
48.916, -0.0974793
48.917, -0.1004
48.918, -0.100641
48.919, -0.103501
48.92, -0.103649
48.921, -0.101727
48.922, -0.103063
48.923, -0.10202
48.924, -0.103773
48.925, -0.102982
48.926, -0.104895
48.927, -0.104227
48.928, -0.106237
48.929, -0.105683
48.93, -0.107794
48.931, -0.107307
48.932, -0.109483
48.933, -0.109061
48.934, -0.111303
48.935, -0.110941
48.936, -0.11324
48.937, -0.112922
48.938, -0.115263
48.939, -0.11497
48.94, -0.112702
48.941, -0.113763
48.942, -0.112539
48.943, -0.114191
48.944, -0.11341
48.945, -0.11542
48.946, -0.114964
48.947, -0.117271
48.948, -0.117101
48.949, -0.119677
48.95, -0.119757
48.951, -0.122558
48.952, -0.122836
48.953, -0.125835
48.954, -0.126267
48.955, -0.124747
48.956, -0.12659
48.957, -0.126198
48.958, -0.128683
48.959, -0.128752
48.96, -0.131591
48.961, -0.131948
48.962, -0.135057
48.963, -0.13563
48.964, -0.138903
48.965, -0.139587
48.966, -0.138299
48.967, -0.140352
48.968, -0.14016
48.969, -0.14282
48.97, -0.143049
48.971, -0.146022
48.972, -0.146494
48.973, -0.149689
48.974, -0.150321
48.975, -0.148975
48.976, -0.150985
48.977, -0.150763
48.978, -0.153403
48.979, -0.153635
48.98, -0.156618
48.981, -0.157129
48.982, -0.160347
48.983, -0.161044
48.984, -0.159794
48.985, -0.16191
48.986, -0.161817
48.987, -0.164581
48.988, -0.164958
48.989, -0.168075
48.99, -0.168738
48.991, -0.172093
48.992, -0.172942
48.993, -0.17182
48.994, -0.174056
48.995, -0.174108
48.996, -0.177003
48.997, -0.177508
48.998, -0.18074
48.999, -0.181514
49, -0.18497
49.001, -0.185908
49.002, -0.184874
49.003, -0.187167
49.004, -0.187271
49.005, -0.190181
49.006, -0.190689
49.007, -0.193898
49.008, -0.194645
49.009, -0.198052
49.01, -0.198928
49.011, -0.1978
49.012, -0.199983
49.013, -0.19996
49.014, -0.202724
49.015, -0.203091
49.016, -0.206132
49.017, -0.206705
49.018, -0.20991
49.019, -0.210583
49.02, -0.209237
49.021, -0.211189
49.022, -0.210949
49.023, -0.213482
49.024, -0.213644
49.025, -0.216473
49.026, -0.21687
49.027, -0.219893
49.028, -0.220449
49.029, -0.218997
49.03, -0.220873
49.031, -0.220597
49.032, -0.223118
49.033, -0.223314
49.034, -0.226196
49.035, -0.226693
49.036, -0.229834
49.037, -0.230543
49.038, -0.233875
49.039, -0.234699
49.04, -0.233518
49.041, -0.235631
49.042, -0.235579
49.043, -0.238259
49.044, -0.238568
49.045, -0.241491
49.046, -0.24196
49.047, -0.245002
49.048, -0.245536
49.049, -0.244016
49.05, -0.245764
49.051, -0.245357
49.052, -0.247682
49.053, -0.247686
49.054, -0.250324
49.055, -0.25059
49.056, -0.253459
49.057, -0.253923
49.058, -0.256975
49.059, -0.257584
49.06, -0.256181
49.061, -0.258075
49.062, -0.25788
49.063, -0.260435
49.064, -0.260727
49.065, -0.263669
49.066, -0.264283
49.067, -0.26751
49.068, -0.268352
49.069, -0.267205
49.07, -0.26937
49.071, -0.269475
49.072, -0.272298
49.073, -0.272848
49.074, -0.27599
49.075, -0.276738
49.076, -0.280006
49.077, -0.280791
49.078, -0.279467
49.079, -0.281344
49.08, -0.281059
49.081, -0.283403
49.082, -0.283403
49.083, -0.285937
49.084, -0.286072
49.085, -0.2887
49.086, -0.288903
49.087, -0.291592
49.088, -0.291836
49.089, -0.289998
49.09, -0.291392
49.091, -0.290681
49.092, -0.292617
49.093, -0.292269
49.094, -0.294468
49.095, -0.294332
49.096, -0.296699
49.097, -0.296713
49.098, -0.299215
49.099, -0.299345
49.1, -0.301952
49.101, -0.302158
49.102, -0.300282
49.103, -0.301644
49.104, -0.30096
49.105, -0.302954
49.106, -0.302724
49.107, -0.305046
49.108, -0.305087
49.109, -0.307642
49.11, -0.307886
49.111, -0.310622
49.112, -0.311018
49.113, -0.313889
49.114, -0.31438
49.115, -0.312784
49.116, -0.314433
49.117, -0.314059
49.118, -0.316315
49.119, -0.316377
49.12, -0.31897
49.121, -0.319314
49.122, -0.322152
49.123, -0.322699
49.124, -0.321192
49.125, -0.322954
49.126, -0.322753
49.127, -0.325195
49.128, -0.325505
49.129, -0.328368
49.13, -0.32904
49.131, -0.332216
49.132, -0.333149
49.133, -0.332039
49.134, -0.334201
49.135, -0.334426
49.136, -0.337289
49.137, -0.338023
49.138, -0.341283
49.139, -0.342332
49.14, -0.345866
49.141, -0.347158
49.142, -0.346422
49.143, -0.348965
49.144, -0.349627
49.145, -0.352945
49.146, -0.354184
49.147, -0.357982
49.148, -0.359599
49.149, -0.359231
49.15, -0.362152
49.151, -0.363217
49.152, -0.366921
49.153, -0.368539
49.154, -0.368165
49.155, -0.371097
49.156, -0.372173
49.157, -0.37586
49.158, -0.377452
49.159, -0.381513
49.16, -0.383311
49.161, -0.382988
49.162, -0.385821
49.163, -0.386678
49.164, -0.389988
49.165, -0.391068
49.166, -0.394464
49.167, -0.395514
49.168, -0.39432
49.169, -0.396185
49.17, -0.396048
49.171, -0.398314
49.172, -0.398409
49.173, -0.400832
49.174, -0.401062
49.175, -0.403615
49.176, -0.403973
49.177, -0.406665
49.178, -0.407157
49.179, -0.405526
49.18, -0.407085
49.181, -0.406846
49.182, -0.409138
49.183, -0.40948
49.184, -0.412253
49.185, -0.413018
49.186, -0.416175
49.187, -0.417275
49.188, -0.416288
49.189, -0.418545
49.19, -0.419038
49.191, -0.422067
49.192, -0.423124
49.193, -0.426557
49.194, -0.427927
49.195, -0.427187
49.196, -0.429641
49.197, -0.43032
49.198, -0.433455
49.199, -0.434595
49.2, -0.438059
49.201, -0.439418
49.202, -0.438595
49.203, -0.440897
49.204, -0.441388
49.205, -0.444269
49.206, -0.445135
49.207, -0.448266
49.208, -0.449287
49.209, -0.448093
49.21, -0.449996
49.211, -0.450105
49.212, -0.452572
49.213, -0.45306
49.214, -0.455789
49.215, -0.456472
49.216, -0.459343
49.217, -0.46013
49.218, -0.458663
49.219, -0.460294
49.22, -0.46014
49.221, -0.462347
49.222, -0.462595
49.223, -0.465084
49.224, -0.465528
49.225, -0.468152
49.226, -0.468661
49.227, -0.471292
49.228, -0.471803
49.229, -0.470008
49.23, -0.471247
49.231, -0.470696
49.232, -0.472433
49.233, -0.472193
49.234, -0.474124
49.235, -0.474022
49.236, -0.476043
49.237, -0.47601
49.238, -0.478079
49.239, -0.478093
49.24, -0.480198
49.241, -0.480233
49.242, -0.482352
49.243, -0.482388
49.244, -0.480124
49.245, -0.480895
49.246, -0.479965
49.247, -0.481329
49.248, -0.480837
49.249, -0.482559
49.25, -0.48241
49.251, -0.484456
49.252, -0.484622
49.253, -0.486969
49.254, -0.48742
49.255, -0.490039
49.256, -0.490731
49.257, -0.489215
49.258, -0.490803
49.259, -0.490783
49.26, -0.493081
49.261, -0.493589
49.262, -0.496293
49.263, -0.497122
49.264, -0.500088
49.265, -0.501113
49.266, -0.499882
49.267, -0.501695
49.268, -0.501897
49.269, -0.504325
49.27, -0.504942
49.271, -0.507669
49.272, -0.508504
49.273, -0.511396
49.274, -0.512334
49.275, -0.510956
49.276, -0.512573
49.277, -0.512558
49.278, -0.514721
49.279, -0.515063
49.28, -0.517468
49.281, -0.517976
49.282, -0.5205
49.283, -0.521101
49.284, -0.519655
49.285, -0.521172
49.286, -0.521127
49.287, -0.52329
49.288, -0.52382
49.289, -0.52655
49.29, -0.527557
49.291, -0.530764
49.292, -0.532102
49.293, -0.531103
49.294, -0.533342
49.295, -0.533896
49.296, -0.536796
49.297, -0.537765
49.298, -0.540947
49.299, -0.542049
49.3, -0.545318
49.301, -0.546367
49.302, -0.544657
49.303, -0.546258
49.304, -0.545902
49.305, -0.547949
49.306, -0.547769
49.307, -0.549913
49.308, -0.549718
49.309, -0.551849
49.31, -0.551578
49.311, -0.553625
49.312, -0.553222
49.313, -0.555089
49.314, -0.554461
49.315, -0.556125
