sim_time, car2?world_pose/position/y
48.256, 163.053
48.257, 163.053
48.258, 163.053
48.259, 163.053
48.26, 163.052
48.261, 163.052
48.262, 163.052
48.263, 163.052
48.264, 163.052
48.265, 163.052
48.266, 163.052
48.267, 163.052
48.268, 163.052
48.269, 163.052
48.27, 163.052
48.271, 163.052
48.272, 163.052
48.273, 163.052
48.274, 163.052
48.275, 163.052
48.276, 163.052
48.277, 163.052
48.278, 163.052
48.279, 163.052
48.28, 163.052
48.281, 163.051
48.282, 163.051
48.283, 163.051
48.284, 163.051
48.285, 163.051
48.286, 163.051
48.287, 163.051
48.288, 163.051
48.289, 163.051
48.29, 163.051
48.291, 163.051
48.292, 163.051
48.293, 163.051
48.294, 163.051
48.295, 163.051
48.296, 163.051
48.297, 163.051
48.298, 163.051
48.299, 163.051
48.3, 163.051
48.301, 163.051
48.302, 163.051
48.303, 163.051
48.304, 163.051
48.305, 163.051
48.306, 163.05
48.307, 163.05
48.308, 163.05
48.309, 163.05
48.31, 163.05
48.311, 163.05
48.312, 163.05
48.313, 163.05
48.314, 163.05
48.315, 163.05
48.316, 163.05
48.317, 163.05
48.318, 163.05
48.319, 163.05
48.32, 163.05
48.321, 163.05
48.322, 163.05
48.323, 163.05
48.324, 163.05
48.325, 163.05
48.326, 163.05
48.327, 163.049
48.328, 163.049
48.329, 163.049
48.33, 163.049
48.331, 163.049
48.332, 163.049
48.333, 163.049
48.334, 163.049
48.335, 163.049
48.336, 163.049
48.337, 163.049
48.338, 163.049
48.339, 163.049
48.34, 163.049
48.341, 163.049
48.342, 163.049
48.343, 163.049
48.344, 163.049
48.345, 163.049
48.346, 163.049
48.347, 163.049
48.348, 163.049
48.349, 163.049
48.35, 163.049
48.351, 163.049
48.352, 163.048
48.353, 163.048
48.354, 163.048
48.355, 163.048
48.356, 163.048
48.357, 163.048
48.358, 163.048
48.359, 163.048
48.36, 163.048
48.361, 163.048
48.362, 163.048
48.363, 163.048
48.364, 163.048
48.365, 163.048
48.366, 163.048
48.367, 163.048
48.368, 163.048
48.369, 163.048
48.37, 163.048
48.371, 163.048
48.372, 163.048
48.373, 163.047
48.374, 163.047
48.375, 163.047
48.376, 163.047
48.377, 163.047
48.378, 163.047
48.379, 163.047
48.38, 163.047
48.381, 163.047
48.382, 163.047
48.383, 163.047
48.384, 163.047
48.385, 163.047
48.386, 163.047
48.387, 163.047
48.388, 163.047
48.389, 163.047
48.39, 163.047
48.391, 163.047
48.392, 163.047
48.393, 163.047
48.394, 163.047
48.395, 163.047
48.396, 163.047
48.397, 163.047
48.398, 163.047
48.399, 163.046
48.4, 163.046
48.401, 163.046
48.402, 163.046
48.403, 163.046
48.404, 163.046
48.405, 163.046
48.406, 163.046
48.407, 163.046
48.408, 163.046
48.409, 163.046
48.41, 163.046
48.411, 163.046
48.412, 163.046
48.413, 163.046
48.414, 163.046
48.415, 163.046
48.416, 163.046
48.417, 163.046
48.418, 163.046
48.419, 163.046
48.42, 163.045
48.421, 163.045
48.422, 163.045
48.423, 163.045
48.424, 163.045
48.425, 163.045
48.426, 163.045
48.427, 163.045
48.428, 163.045
48.429, 163.045
48.43, 163.045
48.431, 163.045
48.432, 163.045
48.433, 163.045
48.434, 163.045
48.435, 163.045
48.436, 163.045
48.437, 163.045
48.438, 163.045
48.439, 163.045
48.44, 163.045
48.441, 163.045
48.442, 163.045
48.443, 163.045
48.444, 163.045
48.445, 163.044
48.446, 163.044
48.447, 163.044
48.448, 163.044
48.449, 163.044
48.45, 163.044
48.451, 163.044
48.452, 163.044
48.453, 163.044
48.454, 163.044
48.455, 163.044
48.456, 163.044
48.457, 163.044
48.458, 163.044
48.459, 163.044
48.46, 163.044
48.461, 163.044
48.462, 163.044
48.463, 163.044
48.464, 163.044
48.465, 163.044
48.466, 163.043
48.467, 163.043
48.468, 163.043
48.469, 163.043
48.47, 163.043
48.471, 163.043
48.472, 163.043
48.473, 163.043
48.474, 163.043
48.475, 163.043
48.476, 163.043
48.477, 163.043
48.478, 163.043
48.479, 163.043
48.48, 163.043
48.481, 163.043
48.482, 163.043
48.483, 163.043
48.484, 163.043
48.485, 163.043
48.486, 163.043
48.487, 163.043
48.488, 163.043
48.489, 163.043
48.49, 163.043
48.491, 163.042
48.492, 163.042
48.493, 163.042
48.494, 163.042
48.495, 163.042
48.496, 163.042
48.497, 163.042
48.498, 163.042
48.499, 163.042
48.5, 163.042
48.501, 163.042
48.502, 163.042
48.503, 163.042
48.504, 163.042
48.505, 163.042
48.506, 163.042
48.507, 163.042
48.508, 163.042
48.509, 163.042
48.51, 163.042
48.511, 163.042
48.512, 163.042
48.513, 163.041
48.514, 163.041
48.515, 163.041
48.516, 163.041
48.517, 163.041
48.518, 163.041
48.519, 163.041
48.52, 163.041
48.521, 163.041
48.522, 163.041
48.523, 163.041
48.524, 163.041
48.525, 163.041
48.526, 163.041
48.527, 163.041
48.528, 163.041
48.529, 163.041
48.53, 163.041
48.531, 163.041
48.532, 163.041
48.533, 163.041
48.534, 163.041
48.535, 163.041
48.536, 163.041
48.537, 163.04
48.538, 163.04
48.539, 163.04
48.54, 163.04
48.541, 163.04
48.542, 163.04
48.543, 163.04
48.544, 163.04
48.545, 163.04
48.546, 163.04
48.547, 163.04
48.548, 163.04
48.549, 163.04
48.55, 163.04
48.551, 163.04
48.552, 163.04
48.553, 163.04
48.554, 163.04
48.555, 163.04
48.556, 163.04
48.557, 163.04
48.558, 163.04
48.559, 163.039
48.56, 163.039
48.561, 163.039
48.562, 163.039
48.563, 163.039
48.564, 163.039
48.565, 163.039
48.566, 163.039
48.567, 163.039
48.568, 163.039
48.569, 163.039
48.57, 163.039
48.571, 163.039
48.572, 163.039
48.573, 163.039
48.574, 163.039
48.575, 163.039
48.576, 163.039
48.577, 163.039
48.578, 163.039
48.579, 163.039
48.58, 163.039
48.581, 163.039
48.582, 163.039
48.583, 163.039
48.584, 163.038
48.585, 163.038
48.586, 163.038
48.587, 163.038
48.588, 163.038
48.589, 163.038
48.59, 163.038
48.591, 163.038
48.592, 163.038
48.593, 163.038
48.594, 163.038
48.595, 163.038
48.596, 163.038
48.597, 163.038
48.598, 163.038
48.599, 163.038
48.6, 163.038
48.601, 163.038
48.602, 163.038
48.603, 163.038
48.604, 163.038
48.605, 163.038
48.606, 163.037
48.607, 163.037
48.608, 163.037
48.609, 163.037
48.61, 163.037
48.611, 163.037
48.612, 163.037
48.613, 163.037
48.614, 163.037
48.615, 163.037
48.616, 163.037
48.617, 163.037
48.618, 163.037
48.619, 163.037
48.62, 163.037
48.621, 163.037
48.622, 163.037
48.623, 163.037
48.624, 163.037
48.625, 163.037
48.626, 163.037
48.627, 163.037
48.628, 163.037
48.629, 163.037
48.63, 163.036
48.631, 163.036
48.632, 163.036
48.633, 163.036
48.634, 163.036
48.635, 163.036
48.636, 163.036
48.637, 163.036
48.638, 163.036
48.639, 163.036
48.64, 163.036
48.641, 163.036
48.642, 163.036
48.643, 163.036
48.644, 163.036
48.645, 163.036
48.646, 163.036
48.647, 163.036
48.648, 163.036
48.649, 163.036
48.65, 163.036
48.651, 163.036
48.652, 163.036
48.653, 163.035
48.654, 163.035
48.655, 163.035
48.656, 163.035
48.657, 163.035
48.658, 163.035
48.659, 163.035
48.66, 163.035
48.661, 163.035
48.662, 163.035
48.663, 163.035
48.664, 163.035
48.665, 163.035
48.666, 163.035
48.667, 163.035
48.668, 163.035
48.669, 163.035
48.67, 163.035
48.671, 163.035
48.672, 163.035
48.673, 163.035
48.674, 163.035
48.675, 163.035
48.676, 163.034
48.677, 163.034
48.678, 163.034
48.679, 163.034
48.68, 163.034
48.681, 163.034
48.682, 163.034
48.683, 163.034
48.684, 163.034
48.685, 163.034
48.686, 163.034
48.687, 163.034
48.688, 163.034
48.689, 163.034
48.69, 163.034
48.691, 163.034
48.692, 163.034
48.693, 163.034
48.694, 163.034
48.695, 163.034
48.696, 163.034
48.697, 163.034
48.698, 163.034
48.699, 163.033
48.7, 163.033
48.701, 163.033
48.702, 163.033
48.703, 163.033
48.704, 163.033
48.705, 163.033
48.706, 163.033
48.707, 163.033
48.708, 163.033
48.709, 163.033
48.71, 163.033
48.711, 163.033
48.712, 163.033
48.713, 163.033
48.714, 163.033
48.715, 163.033
48.716, 163.033
48.717, 163.033
48.718, 163.033
48.719, 163.033
48.72, 163.033
48.721, 163.033
48.722, 163.032
48.723, 163.032
48.724, 163.032
48.725, 163.032
48.726, 163.032
48.727, 163.032
48.728, 163.032
48.729, 163.032
48.73, 163.032
48.731, 163.032
48.732, 163.032
48.733, 163.032
48.734, 163.032
48.735, 163.032
48.736, 163.032
48.737, 163.032
48.738, 163.032
48.739, 163.032
48.74, 163.032
48.741, 163.032
48.742, 163.032
48.743, 163.032
48.744, 163.032
48.745, 163.031
48.746, 163.031
48.747, 163.031
48.748, 163.031
48.749, 163.031
48.75, 163.031
48.751, 163.031
48.752, 163.031
48.753, 163.031
48.754, 163.031
48.755, 163.031
48.756, 163.031
48.757, 163.031
48.758, 163.031
48.759, 163.031
48.76, 163.031
48.761, 163.031
48.762, 163.031
48.763, 163.031
48.764, 163.031
48.765, 163.031
48.766, 163.031
48.767, 163.031
48.768, 163.03
48.769, 163.03
48.77, 163.03
48.771, 163.03
48.772, 163.03
48.773, 163.03
48.774, 163.03
48.775, 163.03
48.776, 163.03
48.777, 163.03
48.778, 163.03
48.779, 163.03
48.78, 163.03
48.781, 163.03
48.782, 163.03
48.783, 163.03
48.784, 163.03
48.785, 163.03
48.786, 163.03
48.787, 163.03
48.788, 163.03
48.789, 163.03
48.79, 163.03
48.791, 163.03
48.792, 163.029
48.793, 163.029
48.794, 163.029
48.795, 163.029
48.796, 163.029
48.797, 163.029
48.798, 163.029
48.799, 163.029
48.8, 163.029
48.801, 163.029
48.802, 163.029
48.803, 163.029
48.804, 163.029
48.805, 163.029
48.806, 163.029
48.807, 163.029
48.808, 163.029
48.809, 163.029
48.81, 163.029
48.811, 163.029
48.812, 163.029
48.813, 163.029
48.814, 163.029
48.815, 163.028
48.816, 163.028
48.817, 163.028
48.818, 163.028
48.819, 163.028
48.82, 163.028
48.821, 163.028
48.822, 163.028
48.823, 163.028
48.824, 163.028
48.825, 163.028
48.826, 163.028
48.827, 163.028
48.828, 163.028
48.829, 163.028
48.83, 163.028
48.831, 163.028
48.832, 163.028
48.833, 163.028
48.834, 163.028
48.835, 163.028
48.836, 163.028
48.837, 163.028
48.838, 163.027
48.839, 163.027
48.84, 163.027
48.841, 163.027
48.842, 163.027
48.843, 163.027
48.844, 163.027
48.845, 163.027
48.846, 163.027
48.847, 163.027
48.848, 163.027
48.849, 163.027
48.85, 163.027
48.851, 163.027
48.852, 163.027
48.853, 163.027
48.854, 163.027
48.855, 163.027
48.856, 163.027
48.857, 163.027
48.858, 163.027
48.859, 163.027
48.86, 163.026
48.861, 163.026
48.862, 163.026
48.863, 163.026
48.864, 163.026
48.865, 163.026
48.866, 163.026
48.867, 163.026
48.868, 163.026
48.869, 163.026
48.87, 163.026
48.871, 163.026
48.872, 163.026
48.873, 163.026
48.874, 163.026
48.875, 163.026
48.876, 163.026
48.877, 163.025
48.878, 163.025
48.879, 163.025
48.88, 163.025
48.881, 163.025
48.882, 163.025
48.883, 163.025
48.884, 163.025
48.885, 163.025
48.886, 163.025
48.887, 163.025
48.888, 163.025
48.889, 163.025
48.89, 163.025
48.891, 163.025
48.892, 163.025
48.893, 163.024
48.894, 163.024
48.895, 163.024
48.896, 163.024
48.897, 163.024
48.898, 163.024
48.899, 163.024
48.9, 163.024
48.901, 163.024
48.902, 163.024
48.903, 163.024
48.904, 163.024
48.905, 163.024
48.906, 163.023
48.907, 163.023
48.908, 163.023
48.909, 163.023
48.91, 163.023
48.911, 163.023
48.912, 163.023
48.913, 163.023
48.914, 163.023
48.915, 163.023
48.916, 163.023
48.917, 163.022
48.918, 163.022
48.919, 163.022
48.92, 163.022
48.921, 163.022
48.922, 163.022
48.923, 163.022
48.924, 163.022
48.925, 163.022
48.926, 163.022
48.927, 163.021
48.928, 163.021
48.929, 163.021
48.93, 163.021
48.931, 163.021
48.932, 163.021
48.933, 163.021
48.934, 163.021
48.935, 163.021
48.936, 163.02
48.937, 163.02
48.938, 163.02
48.939, 163.02
48.94, 163.02
48.941, 163.02
48.942, 163.02
48.943, 163.02
48.944, 163.02
48.945, 163.019
48.946, 163.019
48.947, 163.019
48.948, 163.019
48.949, 163.019
48.95, 163.019
48.951, 163.019
48.952, 163.019
48.953, 163.018
48.954, 163.018
48.955, 163.018
48.956, 163.018
48.957, 163.018
48.958, 163.018
48.959, 163.018
48.96, 163.018
48.961, 163.017
48.962, 163.017
48.963, 163.017
48.964, 163.017
48.965, 163.017
48.966, 163.017
48.967, 163.017
48.968, 163.016
48.969, 163.016
48.97, 163.016
48.971, 163.016
48.972, 163.016
48.973, 163.016
48.974, 163.016
48.975, 163.015
48.976, 163.015
48.977, 163.015
48.978, 163.015
48.979, 163.015
48.98, 163.015
48.981, 163.015
48.982, 163.014
48.983, 163.014
48.984, 163.014
48.985, 163.014
48.986, 163.014
48.987, 163.014
48.988, 163.013
48.989, 163.013
48.99, 163.013
48.991, 163.013
48.992, 163.013
48.993, 163.013
48.994, 163.012
48.995, 163.012
48.996, 163.012
48.997, 163.012
48.998, 163.012
48.999, 163.011
49, 163.011
49.001, 163.011
49.002, 163.011
49.003, 163.011
49.004, 163.011
49.005, 163.01
49.006, 163.01
49.007, 163.01
49.008, 163.01
49.009, 163.01
49.01, 163.009
49.011, 163.009
49.012, 163.009
49.013, 163.009
49.014, 163.009
49.015, 163.008
49.016, 163.008
49.017, 163.008
49.018, 163.008
49.019, 163.008
49.02, 163.007
49.021, 163.007
49.022, 163.007
49.023, 163.007
49.024, 163.006
49.025, 163.006
49.026, 163.006
49.027, 163.006
49.028, 163.006
49.029, 163.005
49.03, 163.005
49.031, 163.005
49.032, 163.005
49.033, 163.004
49.034, 163.004
49.035, 163.004
49.036, 163.004
49.037, 163.004
49.038, 163.003
49.039, 163.003
49.04, 163.003
49.041, 163.003
49.042, 163.002
49.043, 163.002
49.044, 163.002
49.045, 163.002
49.046, 163.001
49.047, 163.001
49.048, 163.001
49.049, 163.001
49.05, 163
49.051, 163
49.052, 163
49.053, 163
49.054, 162.999
49.055, 162.999
49.056, 162.999
49.057, 162.999
49.058, 162.998
49.059, 162.998
49.06, 162.998
49.061, 162.998
49.062, 162.997
49.063, 162.997
49.064, 162.997
49.065, 162.997
49.066, 162.996
49.067, 162.996
49.068, 162.996
49.069, 162.996
49.07, 162.995
49.071, 162.995
49.072, 162.995
49.073, 162.994
49.074, 162.994
49.075, 162.994
49.076, 162.994
49.077, 162.993
49.078, 162.993
49.079, 162.993
49.08, 162.993
49.081, 162.992
49.082, 162.992
49.083, 162.992
49.084, 162.991
49.085, 162.991
49.086, 162.991
49.087, 162.991
49.088, 162.99
49.089, 162.99
49.09, 162.99
49.091, 162.989
49.092, 162.989
49.093, 162.989
49.094, 162.988
49.095, 162.988
49.096, 162.988
49.097, 162.988
49.098, 162.987
49.099, 162.987
49.1, 162.987
49.101, 162.986
49.102, 162.986
49.103, 162.986
49.104, 162.986
49.105, 162.985
49.106, 162.985
49.107, 162.985
49.108, 162.984
49.109, 162.984
49.11, 162.984
49.111, 162.983
49.112, 162.983
49.113, 162.983
49.114, 162.982
49.115, 162.982
49.116, 162.982
49.117, 162.981
49.118, 162.981
49.119, 162.981
49.12, 162.981
49.121, 162.98
49.122, 162.98
49.123, 162.98
49.124, 162.979
49.125, 162.979
49.126, 162.979
49.127, 162.978
49.128, 162.978
49.129, 162.978
49.13, 162.977
49.131, 162.977
49.132, 162.977
49.133, 162.976
49.134, 162.976
49.135, 162.976
49.136, 162.975
49.137, 162.975
49.138, 162.975
49.139, 162.974
49.14, 162.974
49.141, 162.974
49.142, 162.973
49.143, 162.973
49.144, 162.973
49.145, 162.972
49.146, 162.972
49.147, 162.971
49.148, 162.971
49.149, 162.971
49.15, 162.97
49.151, 162.97
49.152, 162.97
49.153, 162.969
49.154, 162.969
49.155, 162.969
49.156, 162.968
49.157, 162.968
49.158, 162.967
49.159, 162.967
49.16, 162.967
49.161, 162.966
49.162, 162.966
49.163, 162.966
49.164, 162.965
49.165, 162.965
49.166, 162.964
49.167, 162.964
49.168, 162.964
49.169, 162.963
49.17, 162.963
49.171, 162.962
49.172, 162.962
49.173, 162.962
49.174, 162.961
49.175, 162.961
49.176, 162.96
49.177, 162.96
49.178, 162.96
49.179, 162.959
49.18, 162.959
49.181, 162.958
49.182, 162.958
49.183, 162.957
49.184, 162.957
49.185, 162.957
49.186, 162.956
49.187, 162.956
49.188, 162.955
49.189, 162.955
49.19, 162.955
49.191, 162.954
49.192, 162.954
49.193, 162.953
49.194, 162.953
49.195, 162.952
49.196, 162.952
49.197, 162.952
49.198, 162.951
49.199, 162.951
49.2, 162.95
49.201, 162.95
49.202, 162.949
49.203, 162.949
49.204, 162.949
49.205, 162.948
49.206, 162.948
49.207, 162.947
49.208, 162.947
49.209, 162.946
49.21, 162.946
49.211, 162.945
49.212, 162.945
49.213, 162.944
49.214, 162.944
49.215, 162.944
49.216, 162.943
49.217, 162.943
49.218, 162.942
49.219, 162.942
49.22, 162.941
49.221, 162.941
49.222, 162.94
49.223, 162.94
49.224, 162.939
49.225, 162.939
49.226, 162.938
49.227, 162.938
49.228, 162.938
49.229, 162.937
49.23, 162.937
49.231, 162.936
49.232, 162.936
49.233, 162.935
49.234, 162.935
49.235, 162.934
49.236, 162.934
49.237, 162.933
49.238, 162.933
49.239, 162.932
49.24, 162.932
49.241, 162.931
49.242, 162.931
49.243, 162.93
49.244, 162.93
49.245, 162.929
49.246, 162.929
49.247, 162.928
49.248, 162.928
49.249, 162.928
49.25, 162.927
49.251, 162.927
49.252, 162.926
49.253, 162.926
49.254, 162.925
49.255, 162.925
49.256, 162.924
49.257, 162.924
49.258, 162.923
49.259, 162.923
49.26, 162.922
49.261, 162.922
49.262, 162.921
49.263, 162.921
49.264, 162.92
49.265, 162.92
49.266, 162.919
49.267, 162.919
49.268, 162.918
49.269, 162.918
49.27, 162.917
49.271, 162.917
49.272, 162.916
49.273, 162.916
49.274, 162.915
49.275, 162.915
49.276, 162.914
49.277, 162.914
49.278, 162.913
49.279, 162.913
49.28, 162.912
49.281, 162.912
49.282, 162.911
49.283, 162.91
49.284, 162.91
49.285, 162.909
49.286, 162.909
49.287, 162.908
49.288, 162.908
49.289, 162.907
49.29, 162.907
49.291, 162.906
49.292, 162.906
49.293, 162.905
49.294, 162.905
49.295, 162.904
49.296, 162.904
49.297, 162.903
49.298, 162.903
49.299, 162.902
49.3, 162.901
49.301, 162.901
49.302, 162.9
49.303, 162.9
49.304, 162.899
49.305, 162.899
49.306, 162.898
49.307, 162.898
49.308, 162.897
49.309, 162.897
49.31, 162.896
49.311, 162.895
49.312, 162.895
49.313, 162.894
49.314, 162.894
49.315, 162.893
49.316, 162.893
49.317, 162.892
49.318, 162.892
49.319, 162.891
49.32, 162.89
49.321, 162.89
49.322, 162.889
49.323, 162.889
49.324, 162.888
49.325, 162.888
49.326, 162.887
49.327, 162.887
49.328, 162.886
49.329, 162.885
49.33, 162.885
49.331, 162.884
49.332, 162.884
49.333, 162.883
49.334, 162.883
49.335, 162.882
49.336, 162.882
49.337, 162.881
49.338, 162.88
49.339, 162.88
49.34, 162.879
49.341, 162.879
49.342, 162.878
49.343, 162.878
49.344, 162.877
49.345, 162.876
49.346, 162.876
49.347, 162.875
49.348, 162.875
49.349, 162.874
49.35, 162.874
49.351, 162.873
49.352, 162.872
49.353, 162.872
49.354, 162.871
49.355, 162.871
49.356, 162.87
49.357, 162.869
49.358, 162.869
49.359, 162.868
49.36, 162.868
49.361, 162.867
49.362, 162.867
49.363, 162.866
49.364, 162.865
49.365, 162.865
49.366, 162.864
49.367, 162.864
49.368, 162.863
49.369, 162.862
49.37, 162.862
49.371, 162.861
49.372, 162.861
49.373, 162.86
49.374, 162.859
49.375, 162.859
49.376, 162.858
49.377, 162.858
49.378, 162.857
49.379, 162.856
49.38, 162.856
49.381, 162.855
49.382, 162.855
49.383, 162.854
49.384, 162.853
49.385, 162.853
49.386, 162.852
49.387, 162.852
49.388, 162.851
49.389, 162.85
49.39, 162.85
49.391, 162.849
49.392, 162.849
49.393, 162.848
49.394, 162.847
49.395, 162.847
49.396, 162.846
49.397, 162.846
49.398, 162.845
49.399, 162.844
49.4, 162.844
49.401, 162.843
49.402, 162.843
49.403, 162.842
49.404, 162.841
49.405, 162.841
49.406, 162.84
49.407, 162.84
49.408, 162.839
49.409, 162.838
49.41, 162.838
49.411, 162.837
49.412, 162.836
49.413, 162.836
49.414, 162.835
49.415, 162.835
49.416, 162.834
49.417, 162.833
49.418, 162.833
49.419, 162.832
49.42, 162.831
49.421, 162.831
49.422, 162.83
49.423, 162.829
49.424, 162.829
49.425, 162.828
49.426, 162.828
49.427, 162.827
49.428, 162.826
49.429, 162.826
49.43, 162.825
49.431, 162.824
49.432, 162.824
49.433, 162.823
49.434, 162.822
49.435, 162.822
49.436, 162.821
49.437, 162.82
49.438, 162.82
49.439, 162.819
49.44, 162.819
49.441, 162.818
49.442, 162.817
49.443, 162.817
49.444, 162.816
49.445, 162.815
49.446, 162.815
49.447, 162.814
49.448, 162.813
49.449, 162.813
49.45, 162.812
49.451, 162.811
49.452, 162.811
49.453, 162.81
49.454, 162.809
49.455, 162.809
49.456, 162.808
49.457, 162.807
49.458, 162.807
49.459, 162.806
49.46, 162.805
49.461, 162.805
49.462, 162.804
49.463, 162.803
49.464, 162.803
49.465, 162.802
49.466, 162.801
49.467, 162.801
49.468, 162.8
49.469, 162.799
49.47, 162.799
49.471, 162.798
49.472, 162.797
49.473, 162.796
49.474, 162.796
49.475, 162.795
49.476, 162.794
49.477, 162.794
49.478, 162.793
49.479, 162.792
49.48, 162.792
49.481, 162.791
49.482, 162.79
49.483, 162.79
49.484, 162.789
49.485, 162.788
49.486, 162.787
49.487, 162.787
49.488, 162.786
49.489, 162.785
49.49, 162.785
49.491, 162.784
49.492, 162.783
49.493, 162.783
49.494, 162.782
49.495, 162.781
49.496, 162.78
49.497, 162.78
49.498, 162.779
49.499, 162.778
49.5, 162.777
49.501, 162.777
49.502, 162.776
49.503, 162.775
49.504, 162.775
49.505, 162.774
49.506, 162.773
49.507, 162.772
49.508, 162.772
49.509, 162.771
49.51, 162.77
49.511, 162.769
49.512, 162.769
49.513, 162.768
49.514, 162.767
49.515, 162.766
49.516, 162.766
49.517, 162.765
49.518, 162.764
49.519, 162.763
49.52, 162.763
49.521, 162.762
49.522, 162.761
49.523, 162.761
49.524, 162.76
49.525, 162.759
49.526, 162.758
49.527, 162.758
49.528, 162.757
49.529, 162.756
49.53, 162.755
49.531, 162.755
49.532, 162.754
49.533, 162.753
49.534, 162.752
49.535, 162.752
49.536, 162.751
49.537, 162.75
49.538, 162.749
49.539, 162.749
49.54, 162.748
49.541, 162.747
49.542, 162.746
49.543, 162.746
49.544, 162.745
49.545, 162.744
49.546, 162.743
49.547, 162.743
49.548, 162.742
49.549, 162.741
49.55, 162.74
49.551, 162.74
49.552, 162.739
