sim_time, car1?world_angular_velocity/x
48.113, 0.00050155
48.114, 0.000221273
48.115, -7.02071e-05
48.116, -0.000329207
48.117, -0.00059747
48.118, -0.000831145
48.119, -0.001073
48.12, -0.0012793
48.121, -0.00149345
48.122, -0.00167171
48.123, -0.00185806
48.124, -0.00200859
48.125, -0.00216785
48.126, -0.00229165
48.127, -0.00242508
48.128, -0.00252363
48.129, -0.00263288
48.13, -0.00271948
48.131, -0.00278509
48.132, -0.00285988
48.133, -0.00290502
48.134, -0.00296039
48.135, -0.0029872
48.136, -0.00302537
48.137, -0.00303603
48.138, -0.0030592
48.139, -0.00305584
48.14, -0.00306622
48.141, -0.00305091
48.142, -0.00297721
48.143, -0.00315602
48.144, -0.00344729
48.145, -0.00378848
48.146, -0.00417161
48.147, -0.00452101
48.148, -0.00509823
48.149, -0.00545052
48.15, -0.00597134
48.151, -0.00622376
48.152, -0.00666853
48.153, -0.00680935
48.154, -0.00719107
48.155, -0.00725791
48.156, -0.0075728
48.157, -0.00756593
48.158, -0.00781338
48.159, -0.00775256
48.16, -0.00795611
48.161, -0.00785709
48.162, -0.00802561
48.163, -0.00790796
48.164, -0.00802555
48.165, -0.00789412
48.166, -0.00798823
48.167, -0.00783864
48.168, -0.00791345
48.169, -0.00773461
48.17, -0.0077394
48.171, -0.00747744
48.172, -0.00742546
48.173, -0.00710208
48.174, -0.00704065
48.175, -0.00679376
48.176, -0.0065341
48.177, -0.00604371
48.178, -0.00575621
48.179, -0.00542216
48.18, -0.00522198
48.181, -0.00499426
48.182, -0.0048376
48.183, -0.00469785
48.184, -0.00457334
48.185, -0.00444521
48.186, -0.00408634
48.187, -0.00389286
48.188, -0.00355116
48.189, -0.00331796
48.19, -0.00300378
48.191, -0.00277694
48.192, -0.00248588
48.193, -0.00228506
48.194, -0.00200033
48.195, -0.00182876
48.196, -0.00157633
48.197, -0.00142726
48.198, -0.00120842
48.199, -0.00108392
48.2, -0.000910498
48.201, -0.000789198
48.202, -0.000658033
48.203, -0.00056173
48.204, -0.000461066
48.205, -0.000388688
48.206, -0.000313828
48.207, -0.000275207
48.208, -0.000252986
48.209, -0.000123828
48.21, 0.000124235
48.211, 0.000325125
48.212, 0.000559424
48.213, 0.000734833
48.214, 0.000923425
48.215, 0.00108697
48.216, 0.00123018
48.217, 0.0013596
48.218, 0.0014671
48.219, 0.00156305
48.22, 0.00163628
48.221, 0.00168934
48.222, 0.0017518
48.223, 0.0017666
48.224, 0.00180058
48.225, 0.00178983
48.226, 0.00179877
48.227, 0.0017658
48.228, 0.00175323
48.229, 0.00170136
48.23, 0.00165937
48.231, 0.00161288
48.232, 0.00154664
48.233, 0.00148771
48.234, 0.00140978
48.235, 0.00134122
48.236, 0.00125428
48.237, 0.00117867
48.238, 0.00108518
48.239, 0.000993455
48.24, 0.000916634
48.241, 0.000812793
48.242, 0.000736182
48.243, 0.00063375
48.244, 0.000558331
48.245, 0.000458773
48.246, 0.00038426
48.247, 0.000286744
48.248, 0.000214785
48.249, 0.000119962
48.25, 3.95975e-05
48.251, -3.07891e-05
48.252, -0.000116863
48.253, -0.000182946
48.254, -0.000264673
48.255, -0.00032599
48.256, -0.000402981
48.257, -0.000459194
48.258, -0.000531195
48.259, -0.000582095
48.26, -0.000648984
48.261, -0.000705819
48.262, -0.000746692
48.263, -0.000807567
48.264, -0.000843254
48.265, -0.000898876
48.266, -0.0009296
48.267, -0.000980252
48.268, -0.00100628
48.269, -0.0010523
48.27, -0.00107394
48.271, -0.00111571
48.272, -0.00113329
48.273, -0.00117121
48.274, -0.00119647
48.275, -0.0040589
48.276, -0.00685024
48.277, -0.00913974
48.278, -0.0110074
48.279, -0.0126933
48.28, -0.0142019
48.281, -0.0154453
48.282, -0.0164408
48.283, -0.0172587
48.284, -0.0180953
48.285, -0.0188289
48.286, -0.0193565
48.287, -0.0198317
48.288, -0.0203206
48.289, -0.0207185
48.29, -0.0211371
48.291, -0.0214264
48.292, -0.0217495
48.293, -0.0219256
48.294, -0.0221653
48.295, -0.0222326
48.296, -0.0223915
48.297, -0.0223604
48.298, -0.0224483
48.299, -0.0223279
48.3, -0.0223354
48.301, -0.0220719
48.302, -0.0219098
48.303, -0.0214286
48.304, -0.0210428
48.305, -0.0202965
48.306, -0.0196389
48.307, -0.0186288
48.308, -0.0176736
48.309, -0.01669
48.31, -0.0158846
48.311, -0.0149343
48.312, -0.0139673
48.313, -0.0128732
48.314, -0.0117226
48.315, -0.0104846
48.316, -0.00918032
48.317, -0.00779296
48.318, -0.00624869
48.319, -0.00451021
48.32, -0.00266013
48.321, -0.000701733
48.322, 0.00123211
48.323, 0.00309825
48.324, 0.00493776
48.325, 0.0066912
48.326, 0.00840625
48.327, 0.0100252
48.328, 0.0116054
48.329, 0.0130801
48.33, 0.0145108
48.331, 0.0158293
48.332, 0.0171016
48.333, 0.0182659
48.334, 0.0193724
48.335, 0.0204257
48.336, 0.0201046
48.337, 0.019544
48.338, 0.0189493
48.339, 0.0183862
48.34, 0.0177798
48.341, 0.0171709
48.342, 0.0165065
48.343, 0.0158222
48.344, 0.0151393
48.345, 0.0145027
48.346, 0.0138892
48.347, 0.013052
48.348, 0.0122134
48.349, 0.0113507
48.35, 0.0105156
48.351, 0.00967182
48.352, 0.00886972
48.353, 0.0080668
48.354, 0.00731571
48.355, 0.00656863
48.356, 0.00588003
48.357, 0.00519801
48.358, 0.00457824
48.359, 0.00396643
48.36, 0.00341857
48.361, 0.00287938
48.362, 0.00237653
48.363, 0.00190284
48.364, 0.00146255
48.365, 0.00105502
48.366, 0.000678863
48.367, 0.00033727
48.368, 2.36614e-05
48.369, -0.000254544
48.37, -0.000508466
48.371, -0.000727151
48.372, -0.000925336
48.373, -0.00108943
48.374, -0.00123675
48.375, -0.00135203
48.376, -0.00145404
48.377, -0.00153495
48.378, -0.00161148
48.379, -0.00167067
48.38, -0.00171745
48.381, -0.00174999
48.382, -0.00178052
48.383, -0.00177304
48.384, -0.00179052
48.385, -0.0017663
48.386, -0.00176788
48.387, -0.00173182
48.388, -0.00172238
48.389, -0.00167884
48.39, -0.00166265
48.391, -0.00161531
48.392, -0.00159594
48.393, -0.0015585
48.394, -0.00151874
48.395, -0.00149224
48.396, -0.00145341
48.397, -0.00143063
48.398, -0.00139416
48.399, -0.00137619
48.4, -0.00134296
48.401, -0.00133033
48.402, -0.00131258
48.403, -0.0012834
48.404, -0.00127953
48.405, -0.00125517
48.406, -0.00125459
48.407, -0.00123498
48.408, -0.00123823
48.409, -0.00115284
48.41, -0.00134906
48.411, -0.00168992
48.412, -0.00208975
48.413, -0.0024424
48.414, -0.00285128
48.415, -0.00321473
48.416, -0.00357788
48.417, -0.00389314
48.418, -0.00443527
48.419, -0.00477167
48.42, -0.0053445
48.421, -0.00564119
48.422, -0.00610572
48.423, -0.0062903
48.424, -0.00666627
48.425, -0.00677276
48.426, -0.00707879
48.427, -0.00712014
48.428, -0.00736501
48.429, -0.00735178
48.43, -0.00754382
48.431, -0.00748569
48.432, -0.00763036
48.433, -0.00753983
48.434, -0.00762032
48.435, -0.00750916
48.436, -0.00756208
48.437, -0.00743472
48.438, -0.00746818
48.439, -0.00732851
48.44, -0.00734615
48.441, -0.00719809
48.442, -0.00720364
48.443, -0.00705089
48.444, -0.00699789
48.445, -0.00694016
48.446, -0.00711701
48.447, -0.00697247
48.448, -0.00708211
48.449, -0.0068737
48.45, -0.006946
48.451, -0.00671342
48.452, -0.00677179
48.453, -0.0065461
48.454, -0.00658248
48.455, -0.00637489
48.456, -0.00640983
48.457, -0.00621114
48.458, -0.00627794
48.459, -0.00607261
48.46, -0.00615986
48.461, -0.00587994
48.462, -0.005995
48.463, -0.00571344
48.464, -0.00584182
48.465, -0.00561491
48.466, -0.00574211
48.467, -0.00556562
48.468, -0.00571419
48.469, -0.00557193
48.47, -0.005737
48.471, -0.00882959
48.472, -0.0123939
48.473, -0.0154486
48.474, -0.0183124
48.475, -0.0205328
48.476, -0.0225942
48.477, -0.0240275
48.478, -0.0253861
48.479, -0.0260676
48.48, -0.0264885
48.481, -0.026726
48.482, -0.0270979
48.483, -0.0274314
48.484, -0.0277511
48.485, -0.0281075
48.486, -0.0282557
48.487, -0.0283013
48.488, -0.0280415
48.489, -0.0277718
48.49, -0.0272469
48.491, -0.0266462
48.492, -0.0259066
48.493, -0.0250709
48.494, -0.0241132
48.495, -0.023105
48.496, -0.0219116
48.497, -0.0207512
48.498, -0.0194295
48.499, -0.0180406
48.5, -0.0163703
48.501, -0.0148123
48.502, -0.0129659
48.503, -0.0113069
48.504, -0.0092986
48.505, -0.00755214
48.506, -0.00515593
48.507, -0.00289771
48.508, -0.000693919
48.509, 0.00147699
48.51, 0.00362368
48.511, 0.00602383
48.512, 0.00848357
48.513, 0.0109444
48.514, 0.0133703
48.515, 0.0157457
48.516, 0.0180278
48.517, 0.0200875
48.518, 0.0221684
48.519, 0.0240436
48.52, 0.0259358
48.521, 0.0276291
48.522, 0.0293755
48.523, 0.0309032
48.524, 0.0324921
48.525, 0.0338833
48.526, 0.0353288
48.527, 0.0366066
48.528, 0.0379033
48.529, 0.039071
48.53, 0.0404742
48.531, 0.039428
48.532, 0.037956
48.533, 0.0360555
48.534, 0.0340865
48.535, 0.0319687
48.536, 0.0299949
48.537, 0.0279741
48.538, 0.0260681
48.539, 0.0242204
48.54, 0.0223488
48.541, 0.0204245
48.542, 0.0183521
48.543, 0.0164393
48.544, 0.0146364
48.545, 0.0128677
48.546, 0.0113451
48.547, 0.00995978
48.548, 0.00869937
48.549, 0.00750474
48.55, 0.00643629
48.551, 0.00543859
48.552, 0.00456395
48.553, 0.00375955
48.554, 0.00306226
48.555, 0.00243353
48.556, 0.00187422
48.557, 0.00139602
48.558, 0.000887296
48.559, 0.000147235
48.56, -0.000521848
48.561, -0.00129602
48.562, -0.00192054
48.563, -0.00257868
48.564, -0.00312224
48.565, -0.0036676
48.566, -0.0041253
48.567, -0.00385238
48.568, -0.00328653
48.569, -0.00224488
48.57, -0.00118959
48.571, -0.000159364
48.572, 0.0007434
48.573, 0.0016206
48.574, 0.00237976
48.575, 0.00310589
48.576, 0.00372763
48.577, 0.00440768
48.578, 0.00503129
48.579, 0.00570945
48.58, 0.00637418
48.581, 0.00726604
48.582, 0.00805366
48.583, 0.00885704
48.584, 0.00937254
48.585, 0.0100696
48.586, 0.0106667
48.587, 0.0113075
48.588, 0.0118096
48.589, 0.012389
48.59, 0.0129577
48.591, 0.0137178
48.592, 0.0144693
48.593, 0.0154155
48.594, 0.0162273
48.595, 0.0170741
48.596, 0.0178436
48.597, 0.0186291
48.598, 0.0193415
48.599, 0.0200121
48.6, 0.0206535
48.601, 0.0212194
48.602, 0.0217707
48.603, 0.0222322
48.604, 0.0226704
48.605, 0.0230223
48.606, 0.0233608
48.607, 0.0236361
48.608, 0.0239236
48.609, 0.0241644
48.61, 0.024191
48.611, 0.024083
48.612, 0.024002
48.613, 0.0238468
48.614, 0.0236924
48.615, 0.0234504
48.616, 0.0231828
48.617, 0.0231741
48.618, 0.0229123
48.619, 0.0226052
48.62, 0.0221463
48.621, 0.0219618
48.622, 0.0214821
48.623, 0.0211436
48.624, 0.0205337
48.625, 0.0201411
48.626, 0.0194527
48.627, 0.0189752
48.628, 0.0181537
48.629, 0.0176202
48.63, 0.0167361
48.631, 0.0161299
48.632, 0.0151864
48.633, 0.0145139
48.634, 0.0135229
48.635, 0.0127909
48.636, 0.0117572
48.637, 0.0109692
48.638, 0.00989729
48.639, 0.00905656
48.64, 0.00778829
48.641, 0.00664038
48.642, 0.00548396
48.643, 0.00415823
48.644, 0.0027716
48.645, 0.00144816
48.646, -0.000291344
48.647, -0.00223514
48.648, -0.0043172
48.649, -0.00649203
48.65, -0.00876094
48.651, -0.0110649
48.652, -0.0134184
48.653, -0.0157617
48.654, -0.0180883
48.655, -0.0203773
48.656, -0.0226113
48.657, -0.0248005
48.658, -0.0269133
48.659, -0.0289471
48.66, -0.0309313
48.661, -0.0328375
48.662, -0.0346978
48.663, -0.0364749
48.664, -0.0381893
48.665, -0.0398341
48.666, -0.0413621
48.667, -0.0428588
48.668, -0.0442142
48.669, -0.0455141
48.67, -0.0466853
48.671, -0.0478379
48.672, -0.0489263
48.673, -0.0500382
48.674, -0.0510756
48.675, -0.0521484
48.676, -0.0533553
48.677, -0.0543234
48.678, -0.0551874
48.679, -0.056344
48.68, -0.0575648
48.681, -0.0589812
48.682, -0.0605872
48.683, -0.0622175
48.684, -0.0640144
48.685, -0.0657607
48.686, -0.0676821
48.687, -0.0687947
48.688, -0.0667358
48.689, -0.0626647
48.69, -0.0584097
48.691, -0.0535778
48.692, -0.0498274
48.693, -0.046852
48.694, -0.0441966
48.695, -0.0418249
48.696, -0.0395722
48.697, -0.0373846
48.698, -0.035398
48.699, -0.0334533
48.7, -0.0316573
48.701, -0.0298754
48.702, -0.0281206
48.703, -0.0265187
48.704, -0.0249189
48.705, -0.0234196
48.706, -0.0219802
48.707, -0.0204715
48.708, -0.0191484
48.709, -0.0177444
48.71, -0.0163791
48.711, -0.0151785
48.712, -0.0140971
48.713, -0.0128196
48.714, -0.0115761
48.715, -0.0103334
48.716, -0.0091805
48.717, -0.00798663
48.718, -0.00694804
48.719, -0.00598494
48.72, -0.00517302
48.721, -0.00438211
48.722, -0.00370362
48.723, -0.00307623
48.724, -0.00248898
48.725, -0.00193845
48.726, -0.00147558
48.727, -0.00104411
48.728, -0.00063871
48.729, -0.000313158
48.73, 9.22498e-06
48.731, 0.000254524
48.732, 0.00050346
48.733, 0.000677136
48.734, 0.000839131
48.735, 0.000995393
48.736, 0.00107955
48.737, 0.00118611
48.738, 0.00122221
48.739, 0.00128862
48.74, 0.0012861
48.741, 0.00144782
48.742, 0.00146434
48.743, 0.00175625
48.744, 0.00193328
48.745, 0.00232014
48.746, 0.00225577
48.747, 0.00247974
48.748, 0.00229844
48.749, 0.00245885
48.75, 0.00225635
48.751, 0.00234467
48.752, 0.00217577
48.753, 0.00230867
48.754, 0.00209838
48.755, 0.00229872
48.756, 0.00203619
48.757, 0.00229285
48.758, 0.00197842
48.759, 0.00221267
48.76, 0.00192111
48.761, 0.00213978
48.762, 0.00181936
48.763, 0.00204812
48.764, 0.00167572
48.765, 0.00196329
48.766, 0.00154462
48.767, 0.00181974
48.768, 0.00142619
48.769, 0.00169325
48.77, 0.00125834
48.771, 0.00158315
48.772, 0.00111129
48.773, 0.00142605
48.774, 0.000984015
48.775, 0.0012904
48.776, 0.000813294
48.777, 0.00117523
48.778, 0.000756761
48.779, 0.000910406
48.78, 0.000311127
48.781, 0.000627875
48.782, 0.00509373
48.783, 0.00831142
48.784, 0.010562
48.785, 0.012939
48.786, 0.0143161
48.787, 0.0160547
48.788, 0.0169396
48.789, 0.0183919
48.79, 0.0189408
48.791, 0.0201265
48.792, 0.0225626
48.793, 0.02392
48.794, 0.0246781
48.795, 0.0250795
48.796, 0.0260342
48.797, 0.025952
48.798, 0.0266405
48.799, 0.0262807
48.8, 0.0271425
48.801, 0.0269333
48.802, 0.0273018
48.803, 0.0266962
48.804, 0.0269265
48.805, 0.0261238
48.806, 0.0255231
48.807, 0.0248682
48.808, 0.0239369
48.809, 0.0228826
48.81, 0.0221687
48.811, 0.0210658
48.812, 0.0199736
48.813, 0.0186195
48.814, 0.0173217
48.815, 0.0156917
48.816, 0.0141309
48.817, 0.0124109
48.818, 0.0106945
48.819, 0.00885215
48.82, 0.00701794
48.821, 0.00510811
48.822, 0.00319839
48.823, 0.00180668
48.824, 0.00173861
48.825, 0.00258624
48.826, 0.00281555
48.827, 0.00341815
48.828, 0.00339477
48.829, 0.00328611
48.83, 0.00286091
48.831, 0.00243597
48.832, 0.00182072
48.833, 0.00124144
48.834, 0.000413485
48.835, -0.000333138
48.836, -0.00118059
48.837, -0.00171596
48.838, -0.00244194
48.839, -0.00271295
48.84, -0.00339549
48.841, -0.00358353
48.842, -0.00426709
48.843, -0.00463575
48.844, -0.00540782
48.845, -0.00669766
48.846, -0.00874237
48.847, -0.0111209
48.848, -0.0139865
48.849, -0.0166575
48.85, -0.0201429
48.851, -0.0234685
48.852, -0.0272895
48.853, -0.0306389
48.854, -0.0347259
48.855, -0.0385696
48.856, -0.0427127
48.857, -0.046274
48.858, -0.0505292
48.859, -0.0543587
48.86, -0.058612
48.861, -0.0621992
48.862, -0.0666032
48.863, -0.0686495
48.864, -0.0709686
48.865, -0.0712568
48.866, -0.0639572
48.867, -0.0581292
48.868, -0.0542067
48.869, -0.0501229
48.87, -0.0470571
48.871, -0.0435774
48.872, -0.0413
48.873, -0.0374072
48.874, -0.0358198
48.875, -0.0334204
48.876, -0.0325737
48.877, -0.0306838
48.878, -0.0299736
48.879, -0.0281812
48.88, -0.0276174
48.881, -0.0260963
48.882, -0.0254093
48.883, -0.0244879
48.884, -0.0238209
48.885, -0.0227711
48.886, -0.023415
48.887, -0.0225936
48.888, -0.0225882
48.889, -0.019276
48.89, -0.0182499
48.891, -0.0159378
48.892, -0.0151489
48.893, -0.0137078
48.894, -0.012782
48.895, -0.0112554
48.896, -0.0100136
48.897, -0.00868316
48.898, -0.00768297
48.899, -0.00680222
48.9, -0.0059832
48.901, -0.00520557
48.902, -0.00446403
48.903, -0.0037154
48.904, -0.00299364
48.905, -0.00225929
48.906, -0.0015893
48.907, -0.000817186
48.908, -0.000142149
48.909, -6.15168e-05
48.91, -0.000750054
48.911, -0.0015389
48.912, -0.00257495
48.913, -0.00359551
48.914, -0.00472816
48.915, -0.00574493
48.916, -0.00699894
48.917, -0.00792958
48.918, -0.0090847
48.919, -0.0100167
48.92, -0.0110368
48.921, -0.0118209
48.922, -0.0127891
48.923, -0.0135136
48.924, -0.01434
48.925, -0.014921
48.926, -0.0157014
48.927, -0.0161904
48.928, -0.0169263
48.929, -0.0172902
48.93, -0.0179151
48.931, -0.0182381
48.932, -0.0187829
48.933, -0.0189368
48.934, -0.0193915
48.935, -0.0194702
48.936, -0.0198917
48.937, -0.0199259
48.938, -0.0202912
48.939, -0.0202875
48.94, -0.0205909
48.941, -0.0205421
48.942, -0.0208635
48.943, -0.0206009
48.944, -0.0206917
48.945, -0.0205485
48.946, -0.0207279
48.947, -0.020602
48.948, -0.0207439
48.949, -0.0205761
48.95, -0.0206639
48.951, -0.0204854
48.952, -0.0206093
48.953, -0.0203902
48.954, -0.020388
48.955, -0.0200128
48.956, -0.0198524
48.957, -0.0192011
48.958, -0.0188926
48.959, -0.0180997
48.96, -0.0176091
48.961, -0.0166559
48.962, -0.0161041
48.963, -0.0151189
48.964, -0.0144373
48.965, -0.0134713
48.966, -0.012815
48.967, -0.0118284
48.968, -0.0111492
48.969, -0.0102509
48.97, -0.00965404
48.971, -0.00873945
48.972, -0.00824449
48.973, -0.00745797
48.974, -0.00694644
48.975, -0.00617941
48.976, -0.00588312
48.977, -0.00493581
48.978, -0.00456007
48.979, -0.00388957
48.98, -0.00366606
48.981, -0.00318759
48.982, -0.00308728
48.983, -0.00262025
48.984, -0.0025367
48.985, -0.002173
48.986, -0.00219431
48.987, -0.00183163
48.988, -0.00180229
48.989, -0.0014857
48.99, -0.00152485
48.991, -0.00114682
48.992, -0.00113198
48.993, -0.000772418
48.994, -0.000850845
48.995, -0.000445186
48.996, -0.000445502
48.997, 0.0126741
48.998, 0.0205922
48.999, 0.0267856
49, 0.0296908
49.001, 0.0327081
49.002, 0.0332528
49.003, 0.0348158
49.004, 0.0347651
49.005, 0.0354036
49.006, 0.0352432
49.007, 0.0358417
49.008, 0.0349853
49.009, 0.0346608
49.01, 0.0339932
49.011, 0.033196
49.012, 0.0324602
49.013, 0.0318174
49.014, 0.0308039
49.015, 0.0298905
49.016, 0.0285163
49.017, 0.0271281
49.018, 0.0258184
49.019, 0.024019
49.02, 0.0228447
49.021, 0.0212189
49.022, 0.0202402
49.023, 0.0186705
49.024, 0.017782
49.025, 0.0162577
49.026, 0.0154956
49.027, 0.0140011
49.028, 0.0132704
49.029, 0.011804
49.03, 0.0111404
49.031, 0.00969692
49.032, 0.00911741
49.033, 0.00768942
49.034, 0.00719342
49.035, 0.00577444
49.036, 0.00534694
49.037, 0.00393457
49.038, 0.00644326
49.039, 0.00755933
49.04, 0.00840371
49.041, 0.00895623
49.042, 0.00932218
49.043, 0.00974403
49.044, 0.0100154
49.045, 0.0101768
49.046, 0.010321
49.047, 0.0103453
49.048, 0.0104529
49.049, 0.0103875
49.05, 0.0107352
49.051, 0.0103288
49.052, 0.0104128
49.053, 0.00617438
49.054, 0.00727338
49.055, 0.011764
49.056, 0.0173736
49.057, 0.0217376
49.058, 0.0241047
49.059, 0.0246938
49.06, 0.0255164
49.061, 0.0253375
49.062, 0.0257011
49.063, 0.0252679
49.064, 0.0249384
49.065, 0.0244244
49.066, 0.0239932
49.067, 0.0232586
49.068, 0.0225482
49.069, 0.0210768
49.07, 0.0192525
49.071, 0.0171625
49.072, 0.0149987
49.073, 0.0129079
49.074, 0.0113057
49.075, 0.0313772
49.076, 0.042893
49.077, 0.0488401
49.078, 0.0511291
49.079, 0.0512541
49.08, 0.0497612
49.081, 0.0481308
49.082, 0.0446897
49.083, 0.0417037
49.084, 0.0376454
49.085, 0.00566148
49.086, -0.017785
49.087, -0.0263573
49.088, -0.0234617
49.089, -0.0212193
49.09, -0.0196392
49.091, -0.0184502
49.092, -0.0169715
49.093, -0.0158523
49.094, -0.014447
49.095, -0.013434
49.096, -0.0121435
49.097, -0.0112692
49.098, -0.0101204
49.099, -0.00941101
49.1, -0.00622793
49.101, -0.0037892
49.102, -0.00239654
49.103, -0.0014214
49.104, -0.000854271
49.105, -0.00072604
49.106, -0.000645696
49.107, -0.000814826
49.108, -0.00094274
49.109, -0.00131499
49.11, -0.00162092
49.111, -0.00231659
49.112, -0.00292424
49.113, -0.00367157
49.114, -0.00458665
49.115, -0.00517437
49.116, -0.00614191
49.117, -0.00660761
49.118, -0.00742345
49.119, -0.00808192
49.12, -0.00871656
49.121, -0.00928573
49.122, -0.00985003
49.123, -0.0103149
49.124, -0.0107948
49.125, -0.0110307
49.126, -0.0116425
49.127, -0.0116578
49.128, -0.0121578
49.129, -0.0120722
49.13, -0.0124649
49.131, -0.0122865
49.132, -0.0125015
49.133, -0.0124014
49.134, -0.0124647
49.135, -0.0122165
49.136, -0.0123592
49.137, -0.0119938
49.138, -0.0120874
49.139, -0.0116927
49.14, -0.011707
49.141, -0.0113989
49.142, -0.0113745
49.143, -0.0108676
49.144, -0.0105629
49.145, -0.0100772
49.146, -0.00971839
49.147, -0.00928552
49.148, -0.00893227
49.149, -0.00862792
49.15, -0.00828706
49.151, -0.00799593
49.152, -0.00778227
49.153, -0.00750884
49.154, -0.00733619
49.155, -0.00712151
49.156, -0.00697157
49.157, -0.0068795
49.158, -0.00672864
49.159, -0.00669003
49.16, -0.00659754
49.161, -0.00656959
49.162, -0.00656511
49.163, -0.00655131
49.164, -0.00659011
49.165, -0.00660759
49.166, -0.00663385
49.167, -0.0067287
49.168, -0.00676021
49.169, -0.0068671
49.17, -0.00690418
49.171, -0.00702227
49.172, -0.00708396
49.173, -0.00718925
49.174, -0.00727428
49.175, -0.0073738
49.176, -0.00741969
49.177, -0.00706625
49.178, -0.00693369
49.179, -0.00727803
49.18, -0.00718476
49.181, -0.00766424
49.182, -0.00781255
49.183, -0.00855149
49.184, -0.00880156
49.185, -0.00974343
49.186, -0.0102542
49.187, -0.0110613
49.188, -0.0111612
49.189, -0.0117193
49.19, -0.0118992
49.191, -0.0123474
49.192, -0.0124051
49.193, -0.0127098
49.194, -0.0126428
49.195, -0.0128355
49.196, -0.0126458
49.197, -0.0127534
49.198, -0.0124766
49.199, -0.0125202
49.2, -0.0122074
49.201, -0.0121711
49.202, -0.0118863
49.203, -0.0118305
49.204, -0.0114474
49.205, -0.0112362
49.206, -0.0107393
49.207, -0.0104801
49.208, -0.00998335
49.209, -0.00967615
49.21, -0.00915452
49.211, -0.008879
49.212, -0.0084728
49.213, -0.00827681
49.214, -0.0079773
49.215, -0.00784076
49.216, -0.00765164
49.217, -0.0075916
49.218, -0.0074846
49.219, -0.00748749
49.22, -0.00744714
49.221, -0.00750993
49.222, -0.00749123
49.223, -0.00759604
49.224, -0.00760415
49.225, -0.0077198
49.226, -0.00775305
49.227, -0.00784322
49.228, -0.00789214
49.229, -0.0079736
49.23, -0.00801666
49.231, -0.00809792
49.232, -0.00810775
49.233, -0.00818795
49.234, -0.00818696
49.235, -0.00825141
49.236, -0.00825236
49.237, -0.00827912
49.238, -0.00828457
49.239, -0.00831069
49.24, -0.00828514
49.241, -0.00831389
49.242, -0.0082563
49.243, -0.0083976
49.244, -0.0163595
49.245, -0.0176474
49.246, -0.01362
49.247, -0.00700589
49.248, -0.000782164
49.249, 0.00282336
49.25, 0.0049644
49.251, 0.00583608
49.252, 0.00649243
49.253, 0.000198985
49.254, -0.00111691
49.255, 0.00108504
49.256, 0.00298126
49.257, 0.00356733
49.258, 0.00450454
49.259, 0.0044448
49.26, 0.00496579
49.261, 0.00459791
49.262, 0.00496262
49.263, 0.00466972
49.264, -0.0114061
49.265, -0.0173851
49.266, -0.0149378
49.267, -0.0128895
49.268, -0.0113487
49.269, 0.0690592
49.27, 0.100652
49.271, 0.100596
49.272, 0.0871618
49.273, 0.0756531
