sim_time, car2?world_pose/position/x
48.803, 233.708
48.804, 233.694
48.805, 233.681
48.806, 233.668
48.807, 233.655
48.808, 233.641
48.809, 233.628
48.81, 233.615
48.811, 233.602
48.812, 233.588
48.813, 233.575
48.814, 233.562
48.815, 233.549
48.816, 233.535
48.817, 233.522
48.818, 233.509
48.819, 233.496
48.82, 233.482
48.821, 233.469
48.822, 233.456
48.823, 233.443
48.824, 233.43
48.825, 233.416
48.826, 233.403
48.827, 233.39
48.828, 233.377
48.829, 233.363
48.83, 233.35
48.831, 233.337
48.832, 233.324
48.833, 233.31
48.834, 233.297
48.835, 233.284
48.836, 233.271
48.837, 233.257
48.838, 233.244
48.839, 233.231
48.84, 233.218
48.841, 233.204
48.842, 233.191
48.843, 233.178
48.844, 233.165
48.845, 233.152
48.846, 233.138
48.847, 233.125
48.848, 233.112
48.849, 233.099
48.85, 233.085
48.851, 233.072
48.852, 233.059
48.853, 233.046
48.854, 233.032
48.855, 233.019
48.856, 233.006
48.857, 232.993
48.858, 232.979
48.859, 232.966
48.86, 232.953
48.861, 232.94
48.862, 232.926
48.863, 232.913
48.864, 232.9
48.865, 232.887
48.866, 232.874
48.867, 232.86
48.868, 232.847
48.869, 232.834
48.87, 232.821
48.871, 232.807
48.872, 232.794
48.873, 232.781
48.874, 232.768
48.875, 232.754
48.876, 232.741
48.877, 232.728
48.878, 232.715
48.879, 232.701
48.88, 232.688
48.881, 232.675
48.882, 232.662
48.883, 232.648
48.884, 232.635
48.885, 232.622
48.886, 232.609
48.887, 232.596
48.888, 232.582
48.889, 232.569
48.89, 232.556
48.891, 232.543
48.892, 232.529
48.893, 232.516
48.894, 232.503
48.895, 232.49
48.896, 232.476
48.897, 232.463
48.898, 232.45
48.899, 232.437
48.9, 232.423
48.901, 232.41
48.902, 232.397
48.903, 232.384
48.904, 232.371
48.905, 232.357
48.906, 232.344
48.907, 232.331
48.908, 232.318
48.909, 232.304
48.91, 232.291
48.911, 232.278
48.912, 232.265
48.913, 232.251
48.914, 232.238
48.915, 232.225
48.916, 232.212
48.917, 232.198
48.918, 232.185
48.919, 232.172
48.92, 232.159
48.921, 232.145
48.922, 232.132
48.923, 232.119
48.924, 232.106
48.925, 232.093
48.926, 232.079
48.927, 232.066
48.928, 232.053
48.929, 232.04
48.93, 232.026
48.931, 232.013
48.932, 232
48.933, 231.987
48.934, 231.973
48.935, 231.96
48.936, 231.947
48.937, 231.934
48.938, 231.921
48.939, 231.907
48.94, 231.894
48.941, 231.881
48.942, 231.868
48.943, 231.854
48.944, 231.841
48.945, 231.828
48.946, 231.815
48.947, 231.801
48.948, 231.788
48.949, 231.775
48.95, 231.762
48.951, 231.748
48.952, 231.735
48.953, 231.722
48.954, 231.709
48.955, 231.696
48.956, 231.682
48.957, 231.669
48.958, 231.656
48.959, 231.643
48.96, 231.629
48.961, 231.616
48.962, 231.603
48.963, 231.59
48.964, 231.576
48.965, 231.563
48.966, 231.55
48.967, 231.537
48.968, 231.524
48.969, 231.51
48.97, 231.497
48.971, 231.484
48.972, 231.471
48.973, 231.457
48.974, 231.444
48.975, 231.431
48.976, 231.418
48.977, 231.404
48.978, 231.391
48.979, 231.378
48.98, 231.365
48.981, 231.351
48.982, 231.338
48.983, 231.325
48.984, 231.312
48.985, 231.299
48.986, 231.285
48.987, 231.272
48.988, 231.259
48.989, 231.246
48.99, 231.232
48.991, 231.219
48.992, 231.206
48.993, 231.193
48.994, 231.179
48.995, 231.166
48.996, 231.153
48.997, 231.14
48.998, 231.127
48.999, 231.113
49, 231.1
49.001, 231.087
49.002, 231.074
49.003, 231.06
49.004, 231.047
49.005, 231.034
49.006, 231.021
49.007, 231.007
49.008, 230.994
49.009, 230.981
49.01, 230.968
49.011, 230.954
49.012, 230.941
49.013, 230.928
49.014, 230.915
49.015, 230.902
49.016, 230.888
49.017, 230.875
49.018, 230.862
49.019, 230.849
49.02, 230.835
49.021, 230.822
49.022, 230.809
49.023, 230.796
49.024, 230.782
49.025, 230.769
49.026, 230.756
49.027, 230.743
49.028, 230.73
49.029, 230.716
49.03, 230.703
49.031, 230.69
49.032, 230.677
49.033, 230.663
49.034, 230.65
49.035, 230.637
49.036, 230.624
49.037, 230.61
49.038, 230.597
49.039, 230.584
49.04, 230.571
49.041, 230.558
49.042, 230.544
49.043, 230.531
49.044, 230.518
49.045, 230.505
49.046, 230.491
49.047, 230.478
49.048, 230.465
49.049, 230.452
49.05, 230.438
49.051, 230.425
49.052, 230.412
49.053, 230.399
49.054, 230.386
49.055, 230.372
49.056, 230.359
49.057, 230.346
49.058, 230.333
49.059, 230.319
49.06, 230.306
49.061, 230.293
49.062, 230.28
49.063, 230.266
49.064, 230.253
49.065, 230.24
49.066, 230.227
49.067, 230.214
49.068, 230.2
49.069, 230.187
49.07, 230.174
49.071, 230.161
49.072, 230.147
49.073, 230.134
49.074, 230.121
49.075, 230.108
49.076, 230.094
49.077, 230.081
49.078, 230.068
49.079, 230.055
49.08, 230.042
49.081, 230.028
49.082, 230.015
49.083, 230.002
49.084, 229.989
49.085, 229.975
49.086, 229.962
49.087, 229.949
49.088, 229.936
49.089, 229.923
49.09, 229.909
49.091, 229.896
49.092, 229.883
49.093, 229.87
49.094, 229.856
49.095, 229.843
49.096, 229.83
49.097, 229.817
49.098, 229.804
49.099, 229.79
49.1, 229.777
49.101, 229.764
49.102, 229.751
49.103, 229.737
49.104, 229.724
49.105, 229.711
49.106, 229.698
49.107, 229.684
49.108, 229.671
49.109, 229.658
49.11, 229.645
49.111, 229.632
49.112, 229.618
49.113, 229.605
49.114, 229.592
49.115, 229.579
49.116, 229.565
49.117, 229.552
49.118, 229.539
49.119, 229.526
49.12, 229.513
49.121, 229.499
49.122, 229.486
49.123, 229.473
49.124, 229.46
49.125, 229.446
49.126, 229.433
49.127, 229.42
49.128, 229.407
49.129, 229.394
49.13, 229.38
49.131, 229.367
49.132, 229.354
49.133, 229.341
49.134, 229.328
49.135, 229.314
49.136, 229.301
49.137, 229.288
49.138, 229.275
49.139, 229.261
49.14, 229.248
49.141, 229.235
49.142, 229.222
49.143, 229.209
49.144, 229.195
49.145, 229.182
49.146, 229.169
49.147, 229.156
49.148, 229.142
49.149, 229.129
49.15, 229.116
49.151, 229.103
49.152, 229.09
49.153, 229.076
49.154, 229.063
49.155, 229.05
49.156, 229.037
49.157, 229.023
49.158, 229.01
49.159, 228.997
49.16, 228.984
49.161, 228.971
49.162, 228.957
49.163, 228.944
49.164, 228.931
49.165, 228.918
49.166, 228.905
49.167, 228.891
49.168, 228.878
49.169, 228.865
49.17, 228.852
49.171, 228.838
49.172, 228.825
49.173, 228.812
49.174, 228.799
49.175, 228.786
49.176, 228.772
49.177, 228.759
49.178, 228.746
49.179, 228.733
49.18, 228.719
49.181, 228.706
49.182, 228.693
49.183, 228.68
49.184, 228.667
49.185, 228.653
49.186, 228.64
49.187, 228.627
49.188, 228.614
49.189, 228.601
49.19, 228.587
49.191, 228.574
49.192, 228.561
49.193, 228.548
49.194, 228.534
49.195, 228.521
49.196, 228.508
49.197, 228.495
49.198, 228.482
49.199, 228.468
49.2, 228.455
49.201, 228.442
49.202, 228.429
49.203, 228.416
49.204, 228.402
49.205, 228.389
49.206, 228.376
49.207, 228.363
49.208, 228.349
49.209, 228.336
49.21, 228.323
49.211, 228.31
49.212, 228.297
49.213, 228.283
49.214, 228.27
49.215, 228.257
49.216, 228.244
49.217, 228.231
49.218, 228.217
49.219, 228.204
49.22, 228.191
49.221, 228.178
49.222, 228.164
49.223, 228.151
49.224, 228.138
49.225, 228.125
49.226, 228.112
49.227, 228.098
49.228, 228.085
49.229, 228.072
49.23, 228.059
49.231, 228.046
49.232, 228.032
49.233, 228.019
49.234, 228.006
49.235, 227.993
49.236, 227.98
49.237, 227.966
49.238, 227.953
49.239, 227.94
49.24, 227.927
49.241, 227.913
49.242, 227.9
49.243, 227.887
49.244, 227.874
49.245, 227.861
49.246, 227.847
49.247, 227.834
49.248, 227.821
49.249, 227.808
49.25, 227.795
49.251, 227.781
49.252, 227.768
49.253, 227.755
49.254, 227.742
49.255, 227.729
49.256, 227.715
49.257, 227.702
49.258, 227.689
49.259, 227.676
49.26, 227.662
49.261, 227.649
49.262, 227.636
49.263, 227.623
49.264, 227.61
49.265, 227.596
49.266, 227.583
49.267, 227.57
49.268, 227.557
49.269, 227.544
49.27, 227.53
49.271, 227.517
49.272, 227.504
49.273, 227.491
49.274, 227.478
49.275, 227.464
49.276, 227.451
49.277, 227.438
49.278, 227.425
49.279, 227.412
49.28, 227.398
49.281, 227.385
49.282, 227.372
49.283, 227.359
49.284, 227.346
49.285, 227.332
49.286, 227.319
49.287, 227.306
49.288, 227.293
49.289, 227.28
49.29, 227.266
49.291, 227.253
49.292, 227.24
49.293, 227.227
49.294, 227.213
49.295, 227.2
49.296, 227.187
49.297, 227.174
49.298, 227.161
49.299, 227.147
49.3, 227.134
49.301, 227.121
49.302, 227.108
49.303, 227.095
49.304, 227.081
49.305, 227.068
49.306, 227.055
49.307, 227.042
49.308, 227.029
49.309, 227.015
49.31, 227.002
49.311, 226.989
49.312, 226.976
49.313, 226.963
49.314, 226.949
49.315, 226.936
49.316, 226.923
49.317, 226.91
49.318, 226.897
49.319, 226.883
49.32, 226.87
49.321, 226.857
49.322, 226.844
49.323, 226.831
49.324, 226.817
49.325, 226.804
49.326, 226.791
49.327, 226.778
49.328, 226.765
49.329, 226.751
49.33, 226.738
49.331, 226.725
49.332, 226.712
49.333, 226.699
49.334, 226.685
49.335, 226.672
49.336, 226.659
49.337, 226.646
49.338, 226.633
49.339, 226.619
49.34, 226.606
49.341, 226.593
49.342, 226.58
49.343, 226.567
49.344, 226.554
49.345, 226.54
49.346, 226.527
49.347, 226.514
49.348, 226.501
49.349, 226.487
49.35, 226.474
49.351, 226.461
49.352, 226.448
49.353, 226.435
49.354, 226.421
49.355, 226.408
49.356, 226.395
49.357, 226.382
49.358, 226.369
49.359, 226.355
49.36, 226.342
49.361, 226.329
49.362, 226.316
49.363, 226.303
49.364, 226.289
49.365, 226.276
49.366, 226.263
49.367, 226.25
49.368, 226.237
49.369, 226.223
49.37, 226.21
49.371, 226.197
49.372, 226.184
49.373, 226.171
49.374, 226.157
49.375, 226.144
49.376, 226.131
49.377, 226.118
49.378, 226.105
49.379, 226.092
49.38, 226.078
49.381, 226.065
49.382, 226.052
49.383, 226.039
49.384, 226.026
49.385, 226.012
49.386, 225.999
49.387, 225.986
49.388, 225.973
49.389, 225.96
49.39, 225.946
49.391, 225.933
49.392, 225.92
49.393, 225.907
49.394, 225.894
49.395, 225.88
49.396, 225.867
49.397, 225.854
49.398, 225.841
49.399, 225.828
49.4, 225.814
49.401, 225.801
49.402, 225.788
49.403, 225.775
49.404, 225.762
49.405, 225.748
49.406, 225.735
49.407, 225.722
49.408, 225.709
49.409, 225.696
49.41, 225.682
49.411, 225.669
49.412, 225.656
49.413, 225.643
49.414, 225.63
49.415, 225.616
49.416, 225.603
49.417, 225.59
49.418, 225.577
49.419, 225.564
49.42, 225.551
49.421, 225.537
49.422, 225.524
49.423, 225.511
49.424, 225.498
49.425, 225.485
49.426, 225.471
49.427, 225.458
49.428, 225.445
49.429, 225.432
49.43, 225.419
49.431, 225.405
49.432, 225.392
49.433, 225.379
49.434, 225.366
49.435, 225.353
49.436, 225.34
49.437, 225.326
49.438, 225.313
49.439, 225.3
49.44, 225.287
49.441, 225.274
49.442, 225.26
49.443, 225.247
49.444, 225.234
49.445, 225.221
49.446, 225.208
49.447, 225.194
49.448, 225.181
49.449, 225.168
49.45, 225.155
49.451, 225.142
49.452, 225.129
49.453, 225.115
49.454, 225.102
49.455, 225.089
49.456, 225.076
49.457, 225.063
49.458, 225.049
49.459, 225.036
49.46, 225.023
49.461, 225.01
49.462, 224.997
49.463, 224.984
49.464, 224.97
49.465, 224.957
49.466, 224.944
49.467, 224.931
49.468, 224.918
49.469, 224.904
49.47, 224.891
49.471, 224.878
49.472, 224.865
49.473, 224.852
49.474, 224.839
49.475, 224.825
49.476, 224.812
49.477, 224.799
49.478, 224.786
49.479, 224.773
49.48, 224.76
49.481, 224.746
49.482, 224.733
49.483, 224.72
49.484, 224.707
49.485, 224.694
49.486, 224.68
49.487, 224.667
49.488, 224.654
49.489, 224.641
49.49, 224.628
49.491, 224.615
49.492, 224.601
49.493, 224.588
49.494, 224.575
49.495, 224.562
49.496, 224.549
49.497, 224.536
49.498, 224.522
49.499, 224.509
49.5, 224.496
49.501, 224.483
49.502, 224.47
49.503, 224.457
49.504, 224.443
49.505, 224.43
49.506, 224.417
49.507, 224.404
49.508, 224.391
49.509, 224.377
49.51, 224.364
49.511, 224.351
49.512, 224.338
49.513, 224.325
49.514, 224.312
49.515, 224.298
49.516, 224.285
49.517, 224.272
49.518, 224.259
49.519, 224.246
49.52, 224.232
49.521, 224.219
49.522, 224.206
49.523, 224.193
49.524, 224.18
49.525, 224.167
49.526, 224.153
49.527, 224.14
49.528, 224.127
49.529, 224.114
49.53, 224.101
49.531, 224.087
49.532, 224.074
49.533, 224.061
49.534, 224.048
49.535, 224.035
49.536, 224.022
49.537, 224.008
49.538, 223.995
49.539, 223.982
49.54, 223.969
49.541, 223.956
49.542, 223.943
49.543, 223.929
49.544, 223.916
49.545, 223.903
49.546, 223.89
49.547, 223.877
49.548, 223.864
49.549, 223.85
49.55, 223.837
49.551, 223.824
49.552, 223.811
