sim_time, car1?world_linear_velocity/x
48.536, -13.198
48.537, -13.2133
48.538, -13.214
48.539, -13.1986
48.54, -13.2145
48.541, -13.1993
48.542, -13.2156
48.543, -13.2161
48.544, -13.2009
48.545, -13.2164
48.546, -13.2016
48.547, -13.2161
48.548, -13.2022
48.549, -13.216
48.55, -13.2028
48.551, -13.2158
48.552, -13.2035
48.553, -13.2154
48.554, -13.2041
48.555, -13.215
48.556, -13.2046
48.557, -13.2145
48.558, -13.2049
48.559, -13.2142
48.56, -13.205
48.561, -13.2137
48.562, -13.205
48.563, -13.2133
48.564, -13.2049
48.565, -13.2129
48.566, -13.2047
48.567, -13.2148
48.568, -13.2082
48.569, -13.2167
48.57, -13.2085
48.571, -13.2166
48.572, -13.2079
48.573, -13.2165
48.574, -13.2071
48.575, -13.2162
48.576, -13.2055
48.577, -13.2155
48.578, -13.2049
48.579, -13.2151
48.58, -13.216
48.581, -13.2053
48.582, -13.217
48.583, -13.2057
48.584, -13.2172
48.585, -13.2053
48.586, -13.217
48.587, -13.2049
48.588, -13.2169
48.589, -13.2173
48.59, -13.2054
48.591, -13.2175
48.592, -13.206
48.593, -13.2177
48.594, -13.2062
48.595, -13.218
48.596, -13.2066
48.597, -13.2186
48.598, -13.219
48.599, -13.2073
48.6, -13.2191
48.601, -13.2074
48.602, -13.2191
48.603, -13.2072
48.604, -13.219
48.605, -13.2068
48.606, -13.2185
48.607, -13.2062
48.608, -13.2182
48.609, -13.2059
48.61, -13.2175
48.611, -13.2046
48.612, -13.2169
48.613, -13.2038
48.614, -13.2161
48.615, -13.203
48.616, -13.2155
48.617, -13.2024
48.618, -13.2151
48.619, -13.202
48.62, -13.2146
48.621, -13.2018
48.622, -13.2143
48.623, -13.2016
48.624, -13.214
48.625, -13.2013
48.626, -13.2134
48.627, -13.2133
48.628, -13.2008
48.629, -13.2123
48.63, -13.2002
48.631, -13.2114
48.632, -13.1995
48.633, -13.2105
48.634, -13.1989
48.635, -13.2096
48.636, -13.1982
48.637, -13.2087
48.638, -13.1974
48.639, -13.2079
48.64, -13.1969
48.641, -13.2074
48.642, -13.1965
48.643, -13.2072
48.644, -13.2067
48.645, -13.1954
48.646, -13.205
48.647, -13.1939
48.648, -13.2031
48.649, -13.1916
48.65, -13.2009
48.651, -13.2001
48.652, -13.1895
48.653, -13.1987
48.654, -13.1885
48.655, -13.1976
48.656, -13.1877
48.657, -13.1966
48.658, -13.1964
48.659, -13.1868
48.66, -13.1952
48.661, -13.1862
48.662, -13.1943
48.663, -13.1855
48.664, -13.1934
48.665, -13.1931
48.666, -13.1846
48.667, -13.1919
48.668, -13.1837
48.669, -13.1908
48.67, -13.1904
48.671, -13.1824
48.672, -13.189
48.673, -13.1811
48.674, -13.1876
48.675, -13.1865
48.676, -13.1786
48.677, -13.1843
48.678, -13.1759
48.679, -13.1826
48.68, -13.1822
48.681, -13.1719
48.682, -13.1812
48.683, -13.1691
48.684, -13.1804
48.685, -13.1661
48.686, -13.1795
48.687, -13.1679
48.688, -13.1914
48.689, -13.196
48.69, -13.1844
48.691, -13.1997
48.692, -13.1869
48.693, -13.2023
48.694, -13.1864
48.695, -13.201
48.696, -13.2007
48.697, -13.182
48.698, -13.1973
48.699, -13.1786
48.7, -13.194
48.701, -13.1931
48.702, -13.1732
48.703, -13.1886
48.704, -13.1698
48.705, -13.185
48.706, -13.1838
48.707, -13.1654
48.708, -13.1797
48.709, -13.1786
48.71, -13.1764
48.711, -13.1606
48.712, -13.173
48.713, -13.1722
48.714, -13.158
48.715, -13.169
48.716, -13.1682
48.717, -13.1669
48.718, -13.1551
48.719, -13.1644
48.72, -13.164
48.721, -13.1631
48.722, -13.153
48.723, -13.1612
48.724, -13.161
48.725, -13.1513
48.726, -13.1592
48.727, -13.1592
48.728, -13.1493
48.729, -13.1573
48.73, -13.1477
48.731, -13.156
48.732, -13.1458
48.733, -13.1547
48.734, -13.1547
48.735, -13.1428
48.736, -13.1525
48.737, -13.1406
48.738, -13.1508
48.739, -13.1383
48.74, -13.1491
48.741, -13.1492
48.742, -13.135
48.743, -13.1474
48.744, -13.1335
48.745, -13.1455
48.746, -13.146
48.747, -13.1306
48.748, -13.1431
48.749, -13.1289
48.75, -13.1414
48.751, -13.1418
48.752, -13.1262
48.753, -13.1386
48.754, -13.1246
48.755, -13.1369
48.756, -13.1375
48.757, -13.1221
48.758, -13.1342
48.759, -13.1349
48.76, -13.1199
48.761, -13.1315
48.762, -13.1184
48.763, -13.1297
48.764, -13.1303
48.765, -13.1158
48.766, -13.127
48.767, -13.1276
48.768, -13.1133
48.769, -13.1242
48.77, -13.125
48.771, -13.1107
48.772, -13.1215
48.773, -13.1222
48.774, -13.108
48.775, -13.1186
48.776, -13.1196
48.777, -13.105
48.778, -13.1152
48.779, -13.1165
48.78, -13.1018
48.781, -13.1127
48.782, -13.1089
48.783, -13.0907
48.784, -13.1001
48.785, -13.1008
48.786, -13.0851
48.787, -13.0968
48.788, -13.0987
48.789, -13.0825
48.79, -13.0951
48.791, -13.0971
48.792, -13.0779
48.793, -13.0875
48.794, -13.0879
48.795, -13.0702
48.796, -13.0823
48.797, -13.0847
48.798, -13.0674
48.799, -13.0802
48.8, -13.0822
48.801, -13.065
48.802, -13.0773
48.803, -13.0804
48.804, -13.0628
48.805, -13.0763
48.806, -13.079
48.807, -13.0605
48.808, -13.0733
48.809, -13.0773
48.81, -13.0586
48.811, -13.071
48.812, -13.0735
48.813, -13.0724
48.814, -13.0551
48.815, -13.0659
48.816, -13.068
48.817, -13.0665
48.818, -13.0646
48.819, -13.0633
48.82, -13.0618
48.821, -13.0606
48.822, -13.0591
48.823, -13.0627
48.824, -13.0669
48.825, -13.0687
48.826, -13.0704
48.827, -13.0699
48.828, -13.0709
48.829, -13.0707
48.83, -13.0706
48.831, -13.0704
48.832, -13.0701
48.833, -13.0695
48.834, -13.0688
48.835, -13.0678
48.836, -13.0665
48.837, -13.0646
48.838, -13.0624
48.839, -13.0601
48.84, -13.0578
48.841, -13.0556
48.842, -13.0435
48.843, -13.0479
48.844, -13.0371
48.845, -13.0436
48.846, -13.0333
48.847, -13.0415
48.848, -13.0311
48.849, -13.04
48.85, -13.0296
48.851, -13.0381
48.852, -13.0276
48.853, -13.036
48.854, -13.0259
48.855, -13.0334
48.856, -13.0364
48.857, -13.0232
48.858, -13.0292
48.859, -13.0317
48.86, -13.0201
48.861, -13.0247
48.862, -13.0301
48.863, -13.0333
48.864, -13.0272
48.865, -13.0323
48.866, -13.0287
48.867, -13.0237
48.868, -13.0229
48.869, -13.024
48.87, -13.0042
48.871, -13.0184
48.872, -13.029
48.873, -13.0004
48.874, -13.0203
48.875, -13.0328
48.876, -12.9998
48.877, -13.0191
48.878, -13.0332
48.879, -12.997
48.88, -13.0163
48.881, -13.0297
48.882, -12.9942
48.883, -13.0104
48.884, -13.0225
48.885, -12.9895
48.886, -13.0089
48.887, -13.0283
48.888, -13.0087
48.889, -13.0214
48.89, -13.0334
48.891, -13.0156
48.892, -13.0216
48.893, -13.0243
48.894, -13.0216
48.895, -13.0161
48.896, -13.0103
48.897, -13.0049
48.898, -13.0008
48.899, -12.9854
48.9, -12.9885
48.901, -12.9911
48.902, -12.9901
48.903, -12.9873
48.904, -12.9846
48.905, -12.9821
48.906, -12.9683
48.907, -12.9711
48.908, -12.974
48.909, -12.9732
48.91, -12.9608
48.911, -12.9655
48.912, -12.9707
48.913, -12.9596
48.914, -12.9639
48.915, -12.9677
48.916, -12.9554
48.917, -12.9588
48.918, -12.9627
48.919, -12.9489
48.92, -12.9528
48.921, -12.9567
48.922, -12.9571
48.923, -12.9393
48.924, -12.9432
48.925, -12.9482
48.926, -12.9492
48.927, -12.9473
48.928, -12.9266
48.929, -12.931
48.93, -12.9377
48.931, -12.9393
48.932, -12.9379
48.933, -12.915
48.934, -12.9204
48.935, -12.9281
48.936, -12.9307
48.937, -12.9294
48.938, -12.9273
48.939, -12.9041
48.94, -12.9097
48.941, -12.9179
48.942, -12.9218
48.943, -12.9207
48.944, -12.9186
48.945, -12.8964
48.946, -12.9009
48.947, -12.9086
48.948, -12.9119
48.949, -12.9114
48.95, -12.8911
48.951, -12.8944
48.952, -12.9016
48.953, -12.9049
48.954, -12.8875
48.955, -12.8908
48.956, -12.8975
48.957, -12.884
48.958, -12.8886
48.959, -12.8949
48.96, -12.8977
48.961, -12.8817
48.962, -12.8844
48.963, -12.8901
48.964, -12.8777
48.965, -12.8815
48.966, -12.8875
48.967, -12.8901
48.968, -12.8747
48.969, -12.8766
48.97, -12.8824
48.971, -12.8696
48.972, -12.873
48.973, -12.8788
48.974, -12.8658
48.975, -12.8689
48.976, -12.8756
48.977, -12.8626
48.978, -12.8658
48.979, -12.8715
48.98, -12.8583
48.981, -12.8615
48.982, -12.8678
48.983, -12.8709
48.984, -12.8551
48.985, -12.8566
48.986, -12.8624
48.987, -12.8657
48.988, -12.8503
48.989, -12.8516
48.99, -12.8572
48.991, -12.8606
48.992, -12.8455
48.993, -12.8467
48.994, -12.8522
48.995, -12.8556
48.996, -12.8409
48.997, -12.836
48.998, -12.8334
48.999, -12.8312
49, -12.8311
49.001, -12.813
49.002, -12.8179
49.003, -12.8289
49.004, -12.8162
49.005, -12.8238
49.006, -12.8358
49.007, -12.8215
49.008, -12.8288
49.009, -12.8399
49.01, -12.8253
49.011, -12.8306
49.012, -12.8409
49.013, -12.8283
49.014, -12.8322
49.015, -12.8235
49.016, -12.8294
49.017, -12.8372
49.018, -12.8306
49.019, -12.832
49.02, -12.8348
49.021, -12.8359
49.022, -12.835
49.023, -12.8334
49.024, -12.8317
49.025, -12.831
49.026, -12.8309
49.027, -12.8313
49.028, -12.8315
49.029, -12.8317
49.03, -12.8314
49.031, -12.8312
49.032, -12.8307
49.033, -12.8304
49.034, -12.83
49.035, -12.83
49.036, -12.8299
49.037, -12.8302
49.038, -12.8289
49.039, -12.8267
49.04, -12.8245
49.041, -12.8229
49.042, -12.8228
49.043, -12.8226
49.044, -12.8226
49.045, -12.8226
49.046, -12.8226
49.047, -12.8058
49.048, -12.8058
49.049, -12.8121
49.05, -12.8179
49.051, -12.8213
49.052, -12.8032
49.053, -12.8111
49.054, -12.8362
49.055, -12.86
49.056, -12.8715
49.057, -12.8682
49.058, -12.8434
49.059, -12.8301
49.06, -12.8244
49.061, -12.806
49.062, -12.8048
49.063, -12.8103
49.064, -12.7948
49.065, -12.7968
49.066, -12.8042
49.067, -12.7874
49.068, -12.7892
49.069, -12.7975
49.07, -12.7816
49.071, -12.7845
49.072, -12.7718
49.073, -12.7786
49.074, -12.79
49.075, -12.7719
49.076, -12.7658
49.077, -12.7466
49.078, -12.7496
49.079, -12.7394
49.08, -12.7507
49.081, -12.7679
49.082, -12.7592
49.083, -12.7674
49.084, -12.759
49.085, -12.7755
49.086, -12.7861
49.087, -12.8078
49.088, -12.8223
49.089, -12.824
49.09, -12.8172
49.091, -12.807
49.092, -12.7971
49.093, -12.79
49.094, -12.7858
49.095, -12.7835
49.096, -12.782
49.097, -12.7805
49.098, -12.7784
49.099, -12.7758
49.1, -12.7718
49.101, -12.7669
49.102, -12.7625
49.103, -12.7599
49.104, -12.7591
49.105, -12.7597
49.106, -12.761
49.107, -12.7629
49.108, -12.7649
49.109, -12.7559
49.11, -12.7572
49.111, -12.7492
49.112, -12.7542
49.113, -12.7633
49.114, -12.7537
49.115, -12.7574
49.116, -12.7464
49.117, -12.7523
49.118, -12.7635
49.119, -12.7517
49.12, -12.7553
49.121, -12.7429
49.122, -12.7488
49.123, -12.7391
49.124, -12.7466
49.125, -12.7587
49.126, -12.7478
49.127, -12.7506
49.128, -12.7392
49.129, -12.7437
49.13, -12.7354
49.131, -12.7414
49.132, -12.751
49.133, -12.7427
49.134, -12.7448
49.135, -12.7502
49.136, -12.7411
49.137, -12.7419
49.138, -12.734
49.139, -12.7369
49.14, -12.7431
49.141, -12.7368
49.142, -12.739
49.143, -12.7435
49.144, -12.7362
49.145, -12.7371
49.146, -12.7304
49.147, -12.7332
49.148, -12.739
49.149, -12.733
49.15, -12.7349
49.151, -12.7397
49.152, -12.7322
49.153, -12.7336
49.154, -12.7263
49.155, -12.7296
49.156, -12.7365
49.157, -12.7294
49.158, -12.7317
49.159, -12.7238
49.16, -12.7276
49.161, -12.7353
49.162, -12.7274
49.163, -12.7299
49.164, -12.7213
49.165, -12.7252
49.166, -12.7334
49.167, -12.7252
49.168, -12.7277
49.169, -12.7188
49.17, -12.7227
49.171, -12.7155
49.172, -12.7209
49.173, -12.7299
49.174, -12.7222
49.175, -12.7246
49.176, -12.7151
49.177, -12.7185
49.178, -12.7261
49.179, -12.7181
49.18, -12.7203
49.181, -12.7116
49.182, -12.7151
49.183, -12.723
49.184, -12.7151
49.185, -12.7176
49.186, -12.7096
49.187, -12.7138
49.188, -12.7218
49.189, -12.7149
49.19, -12.7174
49.191, -12.7097
49.192, -12.7132
49.193, -12.7068
49.194, -12.7116
49.195, -12.7197
49.196, -12.7127
49.197, -12.715
49.198, -12.7069
49.199, -12.7101
49.2, -12.7174
49.201, -12.71
49.202, -12.7123
49.203, -12.7043
49.204, -12.708
49.205, -12.7017
49.206, -12.7066
49.207, -12.7151
49.208, -12.7085
49.209, -12.7108
49.21, -12.7025
49.211, -12.7055
49.212, -12.6986
49.213, -12.703
49.214, -12.7111
49.215, -12.7038
49.216, -12.7059
49.217, -12.6972
49.218, -12.7001
49.219, -12.693
49.22, -12.6973
49.221, -12.7054
49.222, -12.698
49.223, -12.7
49.224, -12.6913
49.225, -12.6941
49.226, -12.7013
49.227, -12.6935
49.228, -12.6953
49.229, -12.6867
49.23, -12.6897
49.231, -12.6968
49.232, -12.6893
49.233, -12.6912
49.234, -12.6828
49.235, -12.6858
49.236, -12.6929
49.237, -12.6856
49.238, -12.6876
49.239, -12.6931
49.24, -12.6848
49.241, -12.6858
49.242, -12.677
49.243, -12.6796
49.244, -12.6937
49.245, -12.7055
49.246, -12.727
49.247, -12.7445
49.248, -12.7402
49.249, -12.7349
49.25, -12.7156
49.251, -12.7078
49.252, -12.6908
49.253, -12.6938
49.254, -12.6916
49.255, -12.703
49.256, -12.7147
49.257, -12.7035
49.258, -12.7023
49.259, -12.6858
49.26, -12.6853
49.261, -12.6713
49.262, -12.6742
49.263, -12.6837
49.264, -12.6747
49.265, -12.6818
49.266, -12.6739
49.267, -12.6769
49.268, -12.6829
49.269, -12.6497
49.27, -12.6183
49.271, -12.5736
49.272, -12.5678
49.273, -12.5503
49.274, -12.5716
49.275, -12.5666
49.276, -12.5936
49.277, -12.63
49.278, -12.6204
49.279, -12.633
49.28, -12.6168
49.281, -12.63
49.282, -12.6306
49.283, -12.6506
49.284, -12.654
49.285, -12.6623
49.286, -12.6627
49.287, -12.6626
49.288, -12.6639
49.289, -12.659
49.29, -12.6628
49.291, -12.6551
49.292, -12.6601
49.293, -12.6497
49.294, -12.6545
49.295, -12.6425
49.296, -12.647
49.297, -12.6352
49.298, -12.6389
49.299, -12.6281
49.3, -12.6304
49.301, -12.6214
49.302, -12.6223
49.303, -12.6267
49.304, -12.6228
49.305, -12.6221
49.306, -12.6217
49.307, -12.621
49.308, -12.6214
49.309, -12.6143
49.31, -12.6068
49.311, -12.6066
49.312, -12.6143
49.313, -12.6031
49.314, -12.6112
49.315, -12.628
49.316, -12.6168
49.317, -12.6234
49.318, -12.6092
49.319, -12.6161
49.32, -12.6042
49.321, -12.6122
49.322, -12.6268
49.323, -12.617
49.324, -12.6196
49.325, -12.6074
49.326, -12.6091
49.327, -12.6161
49.328, -12.608
49.329, -12.608
49.33, -12.5997
49.331, -12.5994
49.332, -12.602
49.333, -12.5971
49.334, -12.5961
49.335, -12.5964
49.336, -12.5964
49.337, -12.5956
49.338, -12.5939
49.339, -12.5918
49.34, -12.5895
49.341, -12.5874
49.342, -12.5848
49.343, -12.583
49.344, -12.5818
49.345, -12.5811
49.346, -12.5807
49.347, -12.5805
49.348, -12.5803
49.349, -12.5802
49.35, -12.5802
49.351, -12.5716
49.352, -12.5695
49.353, -12.5712
49.354, -12.574
49.355, -12.5656
49.356, -12.5648
49.357, -12.568
49.358, -12.5594
49.359, -12.5597
49.36, -12.5642
49.361, -12.5694
49.362, -12.5597
49.363, -12.5585
49.364, -12.5478
49.365, -12.5483
49.366, -12.5538
49.367, -12.5601
49.368, -12.5514
49.369, -12.5504
49.37, -12.5403
49.371, -12.5403
49.372, -12.5449
49.373, -12.5501
49.374, -12.5421
49.375, -12.5409
49.376, -12.5318
49.377, -12.5314
49.378, -12.5349
49.379, -12.539
49.38, -12.5319
49.381, -12.5305
49.382, -12.532
49.383, -12.5245
49.384, -12.5234
49.385, -12.5253
49.386, -12.5278
49.387, -12.5205
49.388, -12.5188
49.389, -12.52
49.39, -12.5219
49.391, -12.5142
49.392, -12.5122
49.393, -12.5134
49.394, -12.5059
49.395, -12.5049
49.396, -12.5072
49.397, -12.5102
49.398, -12.5026
49.399, -12.5012
49.4, -12.5029
49.401, -12.5053
49.402, -12.497
49.403, -12.4952
49.404, -12.4967
49.405, -12.4994
49.406, -12.4909
49.407, -12.4894
49.408, -12.4913
49.409, -12.4827
49.41, -12.4825
49.411, -12.4869
49.412, -12.4789
